spectrum_vin (va=0.05) X,spectrum_vin (va=0.05) Y,spectrum_vin (va=0.02) X,spectrum_vin (va=0.02) Y,spectrum_vin (va=0.1) X,spectrum_vin (va=0.1) Y
29003.90625,-315.3291524840993,29003.90625,-323.2807178604264,29003.90625,-309.3085525708197
29101.5625,-315.3275358153128,29101.5625,-323.2979131794934,29101.5625,-309.3069359020332
29199.21875,-315.4948992022117,29199.21875,-323.4449056835959,29199.21875,-309.4742992889321
29296.875,-315.3234183060554,29296.875,-323.2733956113054,29296.875,-309.3028183927757
29394.53125,-315.5650373845834,29394.53125,-323.5484946284993,29394.53125,-309.5444374713038
29492.1875,-315.4849030994031,29492.1875,-323.4325088230905,29492.1875,-309.4643031861235
29589.84375,-315.4920037327942,29589.84375,-323.481171458456,29589.84375,-309.4714038195145
29687.5,-315.569485037846,29687.5,-323.52554002768,29687.5,-309.5488851245664
29785.15625,-315.5970584612099,29785.15625,-323.573031175197,29785.15625,-309.5764585479303
29882.8125,-315.5771370678395,29882.8125,-323.5159330440678,29882.8125,-309.5565371545599
29980.46875,-315.4959984072404,29980.46875,-323.4275663584739,29980.46875,-309.4753984939608
30078.125,-315.7351672591051,30078.125,-323.6846259873842,30078.125,-309.7145673458255
30175.78125,-315.5436086630958,30175.78125,-323.5651499576219,30175.78125,-309.5230087498162
30273.4375,-315.5474958169889,30273.4375,-323.5143058789768,30273.4375,-309.5268959037093
30371.09375,-316.0639918224862,30371.09375,-323.9436815896811,30371.09375,-310.0433919092066
30468.75,-315.3465561972316,30468.75,-323.3056964704577,30468.75,-309.325956283952
30566.40625,-315.63440505035,30566.40625,-323.5592499334354,30566.40625,-309.6138051370704
30664.0625,-316.03813111103,30664.0625,-323.9840064827099,30664.0625,-310.0175311977504
30761.71875,-315.2510962189039,30761.71875,-323.2024373315139,30761.71875,-309.2304963056242
30859.375,-316.5321260968491,30859.375,-324.4932498547004,30859.375,-310.5115261835695
30957.03125,-315.5476604284254,30957.03125,-323.4854857011633,30957.03125,-309.5270605151458
31054.6875,-315.9076624032911,31054.6875,-323.8875673633356,31054.6875,-309.8870624900114
31152.34375,-316.2499561827944,31152.34375,-324.1912190591424,31152.34375,-310.2293562695148
31250,-315.8795755656548,31250,-323.8358341061139,31250,-309.8589756523752
31347.65625,-315.7575975247482,31347.65625,-323.6851493410727,31347.65625,-309.7369976114686
31445.3125,-316.1343789563162,31445.3125,-324.0762540843205,31445.3125,-310.1137790430366
31542.96875,-315.9227224947555,31542.96875,-323.8451200861724,31542.96875,-309.9021225814759
31640.625,-315.7957912203436,31640.625,-323.7551426982664,31640.625,-309.775191307064
31738.28125,-316.3165152986749,31738.28125,-324.2884335018911,31738.28125,-310.2959153853953
31835.9375,-315.9259668703841,31835.9375,-323.8910796965777,31835.9375,-309.9053669571044
31933.59375,-315.694528411623,31933.59375,-323.6669526398151,31933.59375,-309.6739284983433
32031.25,-316.7549722975378,32031.25,-324.7268191014359,32031.25,-310.7343723842582
32128.90625,-315.3591001268254,32128.90625,-323.4020003707359,32128.90625,-309.3385002135457
32226.5625,-316.9337861591105,32226.5625,-324.910418511712,32226.5625,-310.9131862458308
32324.21875,-315.8877619722098,32324.21875,-323.8852956183569,32324.21875,-309.8671620589302
32421.875,-316.1697959838887,32421.875,-324.1021267706802,32421.875,-310.1491960706091
32519.53125,-316.4906642206425,32519.53125,-324.4303660235068,32519.53125,-310.4700643073629
32617.1875,-316.1536584713432,32617.1875,-324.1079154428063,32617.1875,-310.1330585580636
32714.84375,-316.2332866041276,32714.84375,-324.192299379888,32714.84375,-310.2126866908479
32812.49999999999,-316.297638023948,32812.49999999999,-324.2912463079628,32812.49999999999,-310.2770381106683
32910.15624999999,-316.4003316846661,32910.15624999999,-324.3396737626744,32910.15624999999,-310.3797317713864
33007.81249999999,-316.2478501586303,33007.81249999999,-324.2109541180657,33007.81249999999,-310.2272502453507
33105.46874999999,-316.4231659408151,33105.46874999999,-324.4000899684611,33105.46874999999,-310.4025660275354
33203.12499999999,-316.4928852792747,33203.12499999999,-324.449616504883,33203.12499999999,-310.472285365995
33300.78124999999,-316.3559590564683,33300.78124999999,-324.3021666241161,33300.78124999999,-310.3353591431887
33398.43749999999,-316.5153650736376,33398.43749999999,-324.4490379661326,33398.43749999999,-310.494765160358
33496.09374999999,-316.5058878045118,33496.09374999999,-324.4298420104147,33496.09374999999,-310.4852878912321
33593.74999999999,-316.4238700788366,33593.74999999999,-324.3563336278816,33593.74999999999,-310.4032701655569
33691.40624999999,-316.451620522726,33691.40624999999,-324.4470738603708,33691.40624999999,-310.4310206094464
33789.06249999999,-316.6292173354299,33789.06249999999,-324.5794434823943,33789.06249999999,-310.6086174221502
33886.71874999999,-316.5533076171389,33886.71874999999,-324.5427640136378,33886.71874999999,-310.5327077038593
33984.37499999999,-316.4274440766839,33984.37499999999,-324.4412890700784,33984.37499999999,-310.4068441634043
34082.03124999999,-316.6237572746472,34082.03124999999,-324.6301705479073,34082.03124999999,-310.6031573613676
34179.68749999999,-316.639183428912,34179.68749999999,-324.5803016761576,34179.68749999999,-310.6185835156324
34277.34374999999,-316.638761455202,34277.34374999999,-324.5931939498839,34277.34374999999,-310.6181615419224
34374.99999999999,-316.8608806481967,34374.99999999999,-324.8253325125138,34374.99999999999,-310.8402807349171
34472.65624999999,-316.7394096751212,34472.65624999999,-324.6813187517961,34472.65624999999,-310.7188097618416
34570.31249999999,-316.6857224445426,34570.31249999999,-324.6554769476726,34570.31249999999,-310.665122531263
34667.96874999999,-316.8208395396599,34667.96874999999,-324.7487020071004,34667.96874999999,-310.8002396263803
34765.62499999999,-316.7584459254868,34765.62499999999,-324.7353126852371,34765.62499999999,-310.7378460122072
34863.28124999999,-316.7158988909325,34863.28124999999,-324.6662785832962,34863.28124999999,-310.6952989776529
34960.93749999999,-316.7409807959317,34960.93749999999,-324.6909394617543,34960.93749999999,-310.7203808826521
35058.59374999999,-316.8764188749599,35058.59374999999,-324.7149826015545,35058.59374999999,-310.8558189616803
35156.24999999999,-316.8788879921305,35156.24999999999,-324.8494293970347,35156.24999999999,-310.8582880788509
35253.90624999999,-316.8224202049818,35253.90624999999,-324.8018210919159,35253.90624999999,-310.8018202917022
35351.56249999999,-316.9776694418494,35351.56249999999,-324.9300930366189,35351.56249999999,-310.9570695285698
35449.21874999999,-316.9462955089833,35449.21874999999,-324.9154971194865,35449.21874999999,-310.9256955957037
35546.87499999999,-316.8048793545263,35546.87499999999,-324.7600166354866,35546.87499999999,-310.7842794412467
35644.53124999999,-316.9304041459645,35644.53124999999,-324.8774790456069,35644.53124999999,-310.9098042326849
35742.18749999999,-317.1066407613746,35742.18749999999,-325.051739847707,35742.18749999999,-311.086040848095
35839.84374999999,-317.0574484269192,35839.84374999999,-325.0422953984178,35839.84374999999,-311.0368485136395
35937.49999999999,-317.0234686571491,35937.49999999999,-324.9834879508833,35937.49999999999,-311.0028687438694
36035.15624999999,-317.1957224251065,36035.15624999999,-325.1538158341946,36035.15624999999,-311.1751225118268
36132.81249999999,-316.9589333967078,36132.81249999999,-324.9270291077756,36132.81249999999,-310.9383334834282
36230.46874999999,-317.0558129137022,36230.46874999999,-325.0556868098033,36230.46874999999,-311.0352130004226
36328.12499999999,-317.17587732074,36328.12499999999,-325.1705412789022,36328.12499999999,-311.1552774074603
36425.78124999999,-317.0361386778288,36425.78124999999,-325.0492182751805,36425.78124999999,-311.0155387645492
36523.43749999999,-317.1677669790614,36523.43749999999,-325.1405026824829,36523.43749999999,-311.1471670657818
36621.09374999999,-317.1718090558348,36621.09374999999,-325.0419307769149,36621.09374999999,-311.1512091425552
36718.74999999999,-317.2571931015665,36718.74999999999,-325.196101833559,36718.74999999999,-311.2365931882869
36816.40624999999,-317.4682160294861,36816.40624999999,-325.1804411034483,36816.40624999999,-311.4476161162065
36914.06249999999,-317.114619511758,36914.06249999999,-325.060783378869,36914.06249999999,-311.0940195984784
37011.71874999999,-317.2108734137544,37011.71874999999,-325.1657353472115,37011.71874999999,-311.1902735004748
37109.37499999999,-317.0935162197713,37109.37499999999,-325.0732316571211,37109.37499999999,-311.0729163064917
37207.03124999999,-317.4054176765451,37207.03124999999,-325.3124932011795,37207.03124999999,-311.3848177632655
37304.68749999999,-317.40013816112,37304.68749999999,-325.3364943074576,37304.68749999999,-311.3795382478403
37402.34374999999,-316.8546001025213,37402.34374999999,-324.8351912326276,37402.34374999999,-310.8340001892417
37499.99999999999,-316.8860478582794,37499.99999999999,-324.8549613546755,37499.99999999999,-310.8654479449997
37597.65624999999,-317.512294010345,37597.65624999999,-325.4569229226132,37597.65624999999,-311.4916940970654
37695.31249999999,-317.6327903307112,37695.31249999999,-325.5302565761424,37695.31249999999,-311.6121904174316
37792.96874999999,-317.5888948851423,37792.96874999999,-325.5071678181405,37792.96874999999,-311.5682949718627
37890.62499999999,-317.4541619543733,37890.62499999999,-325.3921210149095,37890.62499999999,-311.4335620410936
37988.28124999999,-317.4838978743991,37988.28124999999,-325.4880217496398,37988.28124999999,-311.4632979611195
38085.93749999999,-317.4806441535404,38085.93749999999,-325.4559604575583,38085.93749999999,-311.4600442402608
38183.59374999999,-317.4638211875933,38183.59374999999,-325.6558350755903,38183.59374999999,-311.4432212743137
38281.24999999999,-317.3834185534025,38281.24999999999,-325.3495712243044,38281.24999999999,-311.3628186401229
38378.90624999999,-317.4820043207343,38378.90624999999,-325.4317110477396,38378.90624999999,-311.4614044074547
38476.56249999999,-317.3538795806921,38476.56249999999,-325.301612932847,38476.56249999999,-311.3332796674125
38574.21874999999,-317.67894502999,38574.21874999999,-325.6464568258654,38574.21874999999,-311.6583451167104
38671.87499999999,-317.7503090209486,38671.87499999999,-325.7224020617949,38671.87499999999,-311.729709107669
38769.53124999999,-317.1705967505274,38769.53124999999,-325.1032326037096,38769.53124999999,-311.1499968372477
38867.18749999999,-317.0926197480377,38867.18749999999,-325.0290397836204,38867.18749999999,-311.0720198347581
38964.84374999999,-317.6561967219948,38964.84374999999,-325.6167576154336,38964.84374999999,-311.6355968087152
39062.49999999999,-317.7592755136632,39062.49999999999,-325.7390975318192,39062.49999999999,-311.7386756003836
39160.15624999999,-317.8855480519876,39160.15624999999,-325.8738710421857,39160.15624999999,-311.864948138708
39257.81249999999,-317.7856267415299,39257.81249999999,-325.7369449092215,39257.81249999999,-311.7650268282503
39355.46874999999,-317.8091360236747,39355.46874999999,-325.7353171561442,39355.46874999999,-311.7885361103951
39453.12499999999,-317.8720487957011,39453.12499999999,-325.8112252773275,39453.12499999999,-311.8514488824215
39550.78124999999,-317.8691200770033,39550.78124999999,-325.8529202916833,39550.78124999999,-311.8485201637237
39648.43749999999,-317.7514115507144,39648.43749999999,-325.6990620596046,39648.43749999999,-311.7308116374347
39746.09374999999,-317.7750257109086,39746.09374999999,-325.8560021807199,39746.09374999999,-311.754425797629
39843.74999999999,-317.8069519144194,39843.74999999999,-325.77750428596,39843.74999999999,-311.7863520011397
39941.40624999999,-317.8303763055001,39941.40624999999,-325.7349681815975,39941.40624999999,-311.8097763922205
40039.06249999999,-317.8396233748579,40039.06249999999,-325.8142807854302,40039.06249999999,-311.8190234615782
40136.71874999999,-317.8329062626772,40136.71874999999,-325.8119880155561,40136.71874999999,-311.8123063493975
40234.37499999999,-317.856835894204,40234.37499999999,-325.8329143645219,40234.37499999999,-311.8362359809244
40332.03124999999,-317.9939007707122,40332.03124999999,-325.9202717321647,40332.03124999999,-311.9733008574326
40429.68749999999,-317.8567416135093,40429.68749999999,-325.813845968944,40429.68749999999,-311.8361417002296
40527.34374999999,-317.9413433491762,40527.34374999999,-325.881502496371,40527.34374999999,-311.9207434358966
40624.99999999999,-318.1069292332122,40624.99999999999,-326.0757261205544,40624.99999999999,-312.0863293199326
40722.65624999999,-317.9458093114358,40722.65624999999,-325.89321941333,40722.65624999999,-311.9252093981561
40820.31249999999,-318.0861266465527,40820.31249999999,-326.0536116531224,40820.31249999999,-312.0655267332731
40917.96874999999,-318.0015196336652,40917.96874999999,-325.9547553694056,40917.96874999999,-311.9809197203856
41015.62499999999,-318.0735533892795,41015.62499999999,-326.0318977252553,41015.62499999999,-312.0529534759999
41113.28124999999,-318.0645795465218,41113.28124999999,-326.0183211034068,41113.28124999999,-312.0439796332421
41210.93749999999,-318.1874458307329,41210.93749999999,-326.150095487628,41210.93749999999,-312.1668459174533
41308.59374999999,-317.971269042015,41308.59374999999,-326.0274209073297,41308.59374999999,-311.9506691287354
41406.24999999999,-317.9499852017433,41406.24999999999,-325.9142498851603,41406.24999999999,-311.9293852884637
41503.90624999999,-318.062003770145,41503.90624999999,-326.0300799555488,41503.90624999999,-312.0414038568654
41601.56249999999,-318.198974677531,41601.56249999999,-326.1674774674922,41601.56249999999,-312.1783747642514
41699.21874999999,-318.2853556030444,41699.21874999999,-326.2667270786616,41699.21874999999,-312.2647556897647
41796.87499999999,-318.2345692439191,41796.87499999999,-326.2128288986075,41796.87499999999,-312.2139693306395
41894.53124999999,-318.2727871187627,41894.53124999999,-326.1649506600449,41894.53124999999,-312.2521872054831
41992.18749999999,-318.3782512569672,41992.18749999999,-326.3260911719374,41992.18749999999,-312.3576513436876
42089.84374999999,-318.1522567067106,42089.84374999999,-326.0987842432787,42089.84374999999,-312.131656793431
42187.49999999999,-318.3415128044252,42187.49999999999,-326.2831324144595,42187.49999999999,-312.3209128911456
42285.15624999999,-318.2070337587583,42285.15624999999,-326.1381045622875,42285.15624999999,-312.1864338454786
42382.81249999999,-318.4155813330923,42382.81249999999,-326.3920241350007,42382.81249999999,-312.3949814198127
42480.46874999999,-317.9552812699764,42480.46874999999,-325.948051962822,42480.46874999999,-311.9346813566967
42578.12499999999,-318.3949053855865,42578.12499999999,-326.3449506166621,42578.12499999999,-312.3743054723069
42675.78124999999,-318.4831606478963,42675.78124999999,-326.4254710391793,42675.78124999999,-312.4625607346167
42773.43749999999,-318.2738376472475,42773.43749999999,-326.2150697004429,42773.43749999999,-312.2532377339679
42871.09374999999,-318.3648042734235,42871.09374999999,-326.2049318296891,42871.09374999999,-312.3442043601439
42968.74999999999,-318.5857369333376,42968.74999999999,-326.5048405477827,42968.74999999999,-312.565137020058
43066.40624999999,-318.4941458249751,43066.40624999999,-326.6274911901615,43066.40624999999,-312.4735459116955
43164.06249999999,-318.491706958038,43164.06249999999,-326.4302054144435,43164.06249999999,-312.4711070447584
43261.71874999999,-318.5249760964718,43261.71874999999,-326.5595481454066,43261.71874999999,-312.5043761831922
43359.37499999999,-318.4719826635992,43359.37499999999,-326.4370254671471,43359.37499999999,-312.4513827503196
43457.03124999999,-318.4049874596435,43457.03124999999,-326.3509504402082,43457.03124999999,-312.3843875463639
43554.68749999999,-318.5574632583765,43554.68749999999,-326.5163772778398,43554.68749999999,-312.5368633450969
43652.34374999999,-318.5000823574165,43652.34374999999,-326.541080532702,43652.34374999999,-312.4794824441369
43749.99999999999,-318.6437328469164,43749.99999999999,-326.6017393356476,43749.99999999999,-312.6231329336367
43847.65624999999,-318.3663730051652,43847.65624999999,-326.3509035396875,43847.65624999999,-312.3457730918856
43945.31249999999,-318.7087949788834,43945.31249999999,-326.6629516114331,43945.31249999999,-312.6881950656037
44042.96874999999,-318.3955204727869,44042.96874999999,-326.3612942943587,44042.96874999999,-312.3749205595073
44140.62499999999,-318.872039290113,44140.62499999999,-326.8293166000676,44140.62499999999,-312.8514393768334
44238.28124999999,-318.3579030336517,44238.28124999999,-326.3671382846109,44238.28124999999,-312.337303120372
44335.93749999999,-319.4357619707272,44335.93749999999,-327.3938904235463,44335.93749999999,-313.4151620574476
44433.59374999999,-318.5906653770878,44433.59374999999,-326.4478384360335,44433.59374999999,-312.5700654638082
44531.24999999999,-318.7164840214243,44531.24999999999,-326.68207300349,44531.24999999999,-312.6958841081447
44628.90624999999,-318.4936902024452,44628.90624999999,-326.4775806999659,44628.90624999999,-312.4730902891656
44726.56249999999,-318.7686939433722,44726.56249999999,-326.7177451813682,44726.56249999999,-312.7480940300926
44824.21874999999,-318.5232421999496,44824.21874999999,-326.5180877750442,44824.21874999999,-312.50264228667
44921.87499999999,-318.6632908256711,44921.87499999999,-326.6252951431224,44921.87499999999,-312.6426909123915
45019.53124999999,-318.8545431185138,45019.53124999999,-326.8248302377251,45019.53124999999,-312.8339432052342
45117.18749999999,-318.6347944923971,45117.18749999999,-326.6062525640417,45117.18749999999,-312.6141945791175
45214.84374999999,-318.7282562243964,45214.84374999999,-326.6366925961469,45214.84374999999,-312.7076563111168
45312.49999999999,-319.0097799746477,45312.49999999999,-326.9798937842736,45312.49999999999,-312.9891800613681
45410.15624999999,-318.6836291302125,45410.15624999999,-326.6066425184241,45410.15624999999,-312.6630292169329
45507.81249999999,-318.9178452289281,45507.81249999999,-326.8785736278001,45507.81249999999,-312.8972453156485
45605.46874999999,-318.6135678056528,45605.46874999999,-326.5316394099726,45605.46874999999,-312.5929678923732
45703.12499999999,-319.487964894463,45703.12499999999,-327.4720899870935,45703.12499999999,-313.4673649811834
45800.78124999999,-318.8712552237015,45800.78124999999,-326.8179209626661,45800.78124999999,-312.8506553104219
45898.43749999999,-319.1294962030562,45898.43749999999,-327.0738826262274,45898.43749999999,-313.1088962897766
45996.09374999999,-318.691220270063,45996.09374999999,-326.684537342274,45996.09374999999,-312.6706203567834
46093.74999999999,-318.8748761197311,46093.74999999999,-326.8202289691054,46093.74999999999,-312.8542762064515
46191.40624999999,-318.9002303417222,46191.40624999999,-326.8153669534637,46191.40624999999,-312.8796304284426
46289.06249999999,-318.8946256863895,46289.06249999999,-326.8516658438992,46289.06249999999,-312.8740257731099
46386.71874999999,-318.9542052564975,46386.71874999999,-326.9002025792064,46386.71874999999,-312.9336053432178
46484.37499999999,-318.9658671707401,46484.37499999999,-326.9388358954949,46484.37499999999,-312.9452672574604
46582.03124999999,-319.0383688781546,46582.03124999999,-327.0199989594231,46582.03124999999,-313.017768964875
46679.68749999999,-319.0001979401633,46679.68749999999,-326.9575190766608,46679.68749999999,-312.9795980268837
46777.34374999999,-319.1764132670185,46777.34374999999,-327.1459241693376,46777.34374999999,-313.1558133537388
46874.99999999999,-318.8489625492422,46874.99999999999,-326.8032515659223,46874.99999999999,-312.8283626359625
46972.65624999999,-318.979055210555,46972.65624999999,-326.9895440709475,46972.65624999999,-312.9584552972754
47070.31249999999,-319.0959176707407,47070.31249999999,-327.0474267716082,47070.31249999999,-313.0753177574611
47167.96874999999,-319.1091040351227,47167.96874999999,-327.0782005830921,47167.96874999999,-313.0885041218431
47265.62499999999,-319.1286714500934,47265.62499999999,-327.1289126334772,47265.62499999999,-313.1080715368138
47363.28124999999,-319.1375909722556,47363.28124999999,-327.1074748310303,47363.28124999999,-313.1169910589759
47460.93749999999,-319.0157142029819,47460.93749999999,-326.9628221456596,47460.93749999999,-312.9951142897023
47558.59374999999,-319.0777403561029,47558.59374999999,-326.9650642350269,47558.59374999999,-313.0571404428233
47656.24999999999,-319.033596829601,47656.24999999999,-326.99925363674,47656.24999999999,-313.0129969163214
47753.90624999999,-319.2185116385268,47753.90624999999,-327.2773843538859,47753.90624999999,-313.1979117252471
47851.56249999999,-319.2731840884032,47851.56249999999,-327.2205166522575,47851.56249999999,-313.2525841751236
47949.21874999999,-319.2797315275842,47949.21874999999,-327.2551776748045,47949.21874999999,-313.2591316143046
48046.87499999999,-319.1323421794595,48046.87499999999,-327.1052428469184,48046.87499999999,-313.1117422661799
48144.53124999999,-318.9892914381915,48144.53124999999,-326.9905370385607,48144.53124999999,-312.9686915249118
48242.18749999999,-319.1318660657156,48242.18749999999,-327.1056670707032,48242.18749999999,-313.111266152436
48339.84374999999,-319.4645844779697,48339.84374999999,-327.3920346193875,48339.84374999999,-313.4439845646901
48437.49999999999,-319.1732979698315,48437.49999999999,-327.1310566116769,48437.49999999999,-313.1526980565519
48535.15624999999,-319.2476500574535,48535.15624999999,-327.2098372711221,48535.15624999999,-313.2270501441739
48632.81249999999,-319.2538655804102,48632.81249999999,-327.195952164802,48632.81249999999,-313.2332656671306
48730.46874999999,-319.3268135282893,48730.46874999999,-327.2906805751899,48730.46874999999,-313.3062136150097
48828.12499999999,-319.3196910797272,48828.12499999999,-327.2745482369792,48828.12499999999,-313.2990911664476
48925.78124999999,-319.2538784059574,48925.78124999999,-327.1831528350825,48925.78124999999,-313.2332784926778
49023.43749999999,-319.1817601313756,49023.43749999999,-327.1389682989287,49023.43749999999,-313.161160218096
49121.09374999999,-319.4227015814406,49121.09374999999,-327.2395562064654,49121.09374999999,-313.402101668161
49218.74999999999,-319.4361249641995,49218.74999999999,-327.3936788101452,49218.74999999999,-313.4155250509198
49316.40624999999,-319.2378947072394,49316.40624999999,-327.4351266306175,49316.40624999999,-313.2172947939598
49414.06249999999,-319.4756908519112,49414.06249999999,-327.3971229988163,49414.06249999999,-313.4550909386315
49511.71874999999,-319.3102639630012,49511.71874999999,-327.2484072673323,49511.71874999999,-313.2896640497216
49609.37499999999,-319.4302203846169,49609.37499999999,-327.4165325966384,49609.37499999999,-313.4096204713372
49707.03124999999,-319.619094748658,49707.03124999999,-327.561714256087,49707.03124999999,-313.5984948353783
49804.68749999999,-319.41217151739,49804.68749999999,-327.3736934982343,49804.68749999999,-313.3915716041104
49902.34374999999,-319.3568833095483,49902.34374999999,-327.2695126846265,49902.34374999999,-313.3362833962687
49999.99999999999,-319.4853412514178,49999.99999999999,-327.4330487727227,49999.99999999999,-313.4647413381382
50097.65624999999,-319.9215285719765,50097.65624999999,-327.8010548811765,50097.65624999999,-313.9009286586969
50195.31249999999,-319.3263742569894,50195.31249999999,-327.2931131127598,50195.31249999999,-313.3057743437097
50292.96874999999,-319.4355805802177,50292.96874999999,-327.4314953569337,50292.96874999999,-313.4149806669381
50390.62499999999,-319.135964881032,50390.62499999999,-327.1160831743957,50390.62499999999,-313.1153649677523
50488.28124999999,-319.7761404279184,50488.28124999999,-327.7054265547746,50488.28124999999,-313.7555405146388
50585.93749999999,-319.4860972470437,50585.93749999999,-327.4293276017453,50585.93749999999,-313.4654973337641
50683.59374999999,-319.627709365332,50683.59374999999,-327.4351266306175,50683.59374999999,-313.6071094520523
50781.24999999999,-319.7398282866984,50781.24999999999,-327.7209243182442,50781.24999999999,-313.7192283734188
50878.90624999999,-319.5930483843904,50878.90624999999,-327.5061999377638,50878.90624999999,-313.5724484711108
50976.56249999999,-319.5059006481692,50976.56249999999,-327.406778305213,50976.56249999999,-313.4853007348896
51074.21874999999,-319.6633049110052,51074.21874999999,-327.6316993454318,51074.21874999999,-313.6427049977256
51171.87499999999,-319.8569976004142,51171.87499999999,-327.7980063859499,51171.87499999999,-313.8363976871345
51269.53124999999,-320.0530771679423,51269.53124999999,-328.021825964546,51269.53124999999,-314.0324772546626
51367.18749999999,-319.6635967457586,51367.18749999999,-327.6392316015804,51367.18749999999,-313.642996832479
51464.84374999999,-319.8430046722065,51464.84374999999,-327.9160598182461,51464.84374999999,-313.8224047589268
51562.49999999999,-319.568289142251,51562.49999999999,-327.5139588960349,51562.49999999999,-313.5476892289714
51660.15624999999,-319.8126754652891,51660.15624999999,-327.8302991287575,51660.15624999999,-313.7920755520095
51757.81249999999,-319.3807562079559,51757.81249999999,-327.3422039779248,51757.81249999999,-313.3601562946762
51855.46874999999,-319.8227090393741,51855.46874999999,-327.7803154805986,51855.46874999999,-313.8021091260945
51953.12499999999,-319.7043387237056,51953.12499999999,-327.6727893957344,51953.12499999999,-313.683738810426
52050.78124999999,-319.5753064680507,52050.78124999999,-327.6087041835877,52050.78124999999,-313.5547065547711
52148.43749999999,-319.8504835558736,52148.43749999999,-327.7908954285755,52148.43749999999,-313.8298836425939
52246.09374999999,-319.6561846262653,52246.09374999999,-327.6122927748805,52246.09374999999,-313.6355847129856
52343.74999999999,-319.6352458119582,52343.74999999999,-327.6080389518601,52343.74999999999,-313.6146458986785
52441.40624999999,-319.8001751089217,52441.40624999999,-327.5970731685192,52441.40624999999,-313.7795751956421
52539.06249999999,-319.9438496791972,52539.06249999999,-327.9056868908363,52539.06249999999,-313.9232497659176
52636.71874999999,-320.2489543909101,52636.71874999999,-328.2040033437889,52636.71874999999,-314.2283544776304
52734.37499999999,-320.0016422663524,52734.37499999999,-327.939688191574,52734.37499999999,-313.9810423530728
52832.03124999999,-319.7202912854287,52832.03124999999,-327.6470320274075,52832.03124999999,-313.6996913721491
52929.68749999999,-319.910203036888,52929.68749999999,-327.8713350013235,52929.68749999999,-313.8896031236084
53027.34374999999,-319.9704195644956,53027.34374999999,-327.9072135697311,53027.34374999999,-313.9498196512159
53124.99999999999,-319.8708547713977,53124.99999999999,-327.8000681469952,53124.99999999999,-313.850254858118
53222.65624999999,-319.9589966420334,53222.65624999999,-327.8851425646242,53222.65624999999,-313.9383967287538
53320.31249999999,-319.8502415598657,53320.31249999999,-327.8354819739735,53320.31249999999,-313.8296416465861
53417.96874999999,-319.9061150179922,53417.96874999999,-327.783435723141,53417.96874999999,-313.8855151047126
53515.62499999999,-319.9422972119842,53515.62499999999,-327.9145207629177,53515.62499999999,-313.9216972987045
53613.28124999999,-319.757519870696,53613.28124999999,-327.721352386732,53613.28124999999,-313.7369199574164
53710.93749999999,-320.0573135831999,53710.93749999999,-327.9825431348211,53710.93749999999,-314.0367136699203
53808.59374999999,-319.8548844263188,53808.59374999999,-327.9403629211874,53808.59374999999,-313.8342845130392
53906.24999999999,-320.0203882774327,53906.24999999999,-327.9974082831195,53906.24999999999,-313.9997883641531
54003.90624999999,-319.9925021232392,54003.90624999999,-328.0062313364348,54003.90624999999,-313.9719022099596
54101.56249999999,-320.1008995806134,54101.56249999999,-328.0747015265023,54101.56249999999,-314.0802996673337
54199.21874999999,-319.9562910503556,54199.21874999999,-327.9340463410107,54199.21874999999,-313.9356911370759
54296.87499999999,-320.0239368987103,54296.87499999999,-327.9867682068564,54296.87499999999,-314.0033369854307
54394.53124999999,-320.0526893388584,54394.53124999999,-328.0032950451513,54394.53124999999,-314.0320894255788
54492.18749999999,-319.849167617772,54492.18749999999,-327.8038445478037,54492.18749999999,-313.8285677044923
54589.84374999999,-320.1442694954015,54589.84374999999,-328.0546998221924,54589.84374999999,-314.1236695821219
54687.49999999999,-320.1465364980776,54687.49999999999,-328.090087156921,54687.49999999999,-314.125936584798
54785.15624999999,-319.8878138155532,54785.15624999999,-327.7785174791924,54785.15624999999,-313.8672139022736
54882.81249999999,-320.0814033212192,54882.81249999999,-328.0438413641992,54882.81249999999,-314.0608034079395
54980.46874999999,-319.9719255687723,54980.46874999999,-327.9427744701397,54980.46874999999,-313.9513256554927
55078.12499999999,-320.1441056729573,55078.12499999999,-328.144795919163,55078.12499999999,-314.1235057596777
55175.78124999999,-320.2732314883344,55175.78124999999,-328.2584882986725,55175.78124999999,-314.2526315750548
55273.43749999999,-320.3396778857178,55273.43749999999,-328.2858905738718,55273.43749999999,-314.3190779724383
55371.09374999999,-320.3645540835537,55371.09374999999,-328.3233348582064,55371.09374999999,-314.3439541702741
55468.74999999999,-320.3053569534885,55468.74999999999,-328.3024163052917,55468.74999999999,-314.2847570402089
55566.40624999999,-320.2083744623625,55566.40624999999,-328.2739399168861,55566.40624999999,-314.1877745490829
55664.06249999999,-320.3155030807375,55664.06249999999,-328.2962533187159,55664.06249999999,-314.2949031674579
55761.71874999999,-320.1522012154007,55761.71874999999,-328.1188328081293,55761.71874999999,-314.1316013021211
55859.37499999999,-319.9807076259769,55859.37499999999,-327.9615378944246,55859.37499999999,-313.9601077126973
55957.03124999999,-320.4315352941152,55957.03124999999,-328.3126060046382,55957.03124999999,-314.4109353808356
56054.68749999999,-320.1748013159736,56054.68749999999,-328.1055914030414,56054.68749999999,-314.154201402694
56152.34374999999,-319.9712371894917,56152.34374999999,-328.0259964645839,56152.34374999999,-313.9506372762121
