spectrum_Out (va=0.02) X,spectrum_Out (va=0.02) Y,spectrum_Out (va=0.05) X,spectrum_Out (va=0.05) Y,spectrum_Out (va=0.1) X,spectrum_Out (va=0.1) Y
15917.96875,-53.14583983642189,15917.96875,-45.63974381861257,15917.96875,-52.84759937634524
16015.625,-48.33050171076933,16015.625,-61.9763715768164,16015.625,-49.94748435962369
16113.28125,-46.35921941401534,16113.28125,-52.86461288886743,16113.28125,-44.91575279325986
16210.9375,-47.64413940012214,16210.9375,-42.58774070899911,16210.9375,-48.06355270168841
16308.59375,-42.85318984004863,16308.59375,-50.61655459130129,16308.59375,-49.94595087555176
16406.25,-48.84917484336978,16406.25,-43.91942710563748,16406.25,-45.7817124105508
16503.90625,-51.68799394237138,16503.90625,-47.11035887496818,16503.90625,-47.27403663996634
16601.5625,-51.6458451877761,16601.5625,-53.6985733261058,16601.5625,-48.67341938000774
16699.21875,-55.13487332379086,16699.21875,-69.74908735058729,16699.21875,-49.13872547579717
16796.875,-44.06478803629155,16796.875,-52.28223813868946,16796.875,-62.36916410446193
16894.53125,-52.98189666551953,16894.53125,-47.44703518549768,16894.53125,-59.34482031008929
16992.1875,-47.998937742566,16992.1875,-45.33250226989418,16992.1875,-52.6350095134522
17089.84375,-46.16818474640367,17089.84375,-44.91662533382281,17089.84375,-56.03022781145399
17187.5,-52.07143051634354,17187.5,-42.05298270796249,17187.5,-56.6171174659835
17285.15625,-59.29595124580699,17285.15625,-47.35702974292299,17285.15625,-44.56561350649049
17382.8125,-48.90427022308202,17382.8125,-46.22895376024805,17382.8125,-86.27435680868126
17480.46875,-42.29796161325781,17480.46875,-43.82295630400034,17480.46875,-42.36986892604271
17578.125,-45.29156874065588,17578.125,-43.82726633267203,17578.125,-52.09963232227721
17675.78125,-43.49379744319747,17675.78125,-50.48721730947168,17675.78125,-47.46979994746654
17773.4375,-40.30781147270625,17773.4375,-42.70752172162161,17773.4375,-50.4387658605635
17871.09375,-45.28194584074186,17871.09375,-49.69431769761869,17871.09375,-55.953592253489
17968.75,-50.0935320517436,17968.75,-48.97950402572674,17968.75,-40.20697144323294
18066.40625,-45.80974136512506,18066.40625,-53.8630376027325,18066.40625,-50.75951607645324
18164.0625,-41.06902504458525,18164.0625,-58.84513467084361,18164.0625,-50.77332951611697
18261.71875,-45.92936939206916,18261.71875,-41.02538034309828,18261.71875,-50.87975834580331
18359.375,-64.18212891936703,18359.375,-56.37118419303418,18359.375,-43.27715797747807
18457.03125,-46.75304213868352,18457.03125,-45.07163513868559,18457.03125,-47.91708612065058
18554.6875,-38.53131507504657,18554.6875,-46.52984175012588,18554.6875,-39.77143094158274
18652.34375,-46.48769543668004,18652.34375,-44.80510272851625,18652.34375,-46.2430628129467
18750,-42.34478677338782,18750,-50.58604605920887,18750,-42.22118463703539
18847.65625,-46.22512023062189,18847.65625,-46.96961511186178,18847.65625,-41.42142599961719
18945.3125,-50.74709849328988,18945.3125,-54.86616411824619,18945.3125,-43.31533704093744
19042.96875,-49.45218925778696,19042.96875,-43.84767683391117,19042.96875,-41.25609837584029
19140.625,-46.05233578673021,19140.625,-40.02032898617003,19140.625,-45.55984517401619
19238.28125,-47.48574116937395,19238.28125,-39.49961906089448,19238.28125,-42.70228447419592
19335.9375,-48.08214278968718,19335.9375,-41.43928894543343,19335.9375,-48.41842973535308
19433.59375,-41.15312702967461,19433.59375,-37.89101755896417,19433.59375,-40.83790973688978
19531.25,-51.20631586586671,19531.25,-47.92493126880825,19531.25,-48.78554449577852
19628.90625,-44.80622494528679,19628.90625,-42.58448733405557,19628.90625,-45.03608858850939
19726.5625,-42.43349725175467,19726.5625,-41.12662851572864,19726.5625,-46.82923078462693
19824.21875,-49.71592210198706,19824.21875,-42.45074089148142,19824.21875,-43.24382932385836
19921.875,-40.6472368885322,19921.875,-43.1109505454323,19921.875,-50.81004602161638
20019.53125,-44.12618925056219,20019.53125,-52.90773635940221,20019.53125,-61.5231690593809
20117.1875,-48.2229071821408,20117.1875,-46.14714580417896,20117.1875,-57.15067889613442
20214.84375,-41.85887622665503,20214.84375,-47.9397462385801,20214.84375,-37.58432395409894
20312.5,-45.04347134730382,20312.5,-48.19058055519321,20312.5,-45.84476057917358
20410.15625,-41.44577299542462,20410.15625,-45.09915565813945,20410.15625,-43.36503093537061
20507.8125,-49.34103601170737,20507.8125,-47.14494828697582,20507.8125,-53.70046189953386
20605.46875,-46.12418341349908,20605.46875,-44.28124875579783,20605.46875,-63.96311867539381
20703.125,-47.62961928123783,20703.125,-45.21224145463965,20703.125,-44.95190514128006
20800.78125,-40.30689491079227,20800.78125,-42.47917978213422,20800.78125,-49.07637675993783
20898.4375,-38.81960478064399,20898.4375,-39.64732184370258,20898.4375,-46.31846573486085
20996.09375,-40.53049556964659,20996.09375,-36.27979426952128,20996.09375,-41.1718907123378
21093.75,-43.150973089573,21093.75,-41.56647163363957,21093.75,-44.92172301845112
21191.40625,-36.51108247677212,21191.40625,-53.10330539227553,21191.40625,-44.84209602234222
21289.0625,-35.80094848558617,21289.0625,-41.86888736308174,21289.0625,-57.18158832557145
21386.71875,-49.9366138458749,21386.71875,-45.08879353330242,21386.71875,-57.51454294896628
21484.375,-46.91498996643466,21484.375,-37.70188747267566,21484.375,-44.90033660622262
21582.03125,-41.59992623279804,21582.03125,-43.35699333498617,21582.03125,-44.1882912747625
21679.6875,-46.41961332743911,21679.6875,-39.47028615546499,21679.6875,-42.67302564380775
21777.34375,-39.54229681239774,21777.34375,-43.31066915189746,21777.34375,-42.31553179288512
21875,-38.53725681791898,21875,-46.00613855482845,21875,-37.25555601474539
21972.65625,-41.71894520142681,21972.65625,-41.66475182886852,21972.65625,-40.18714196673218
22070.3125,-42.06342567948163,22070.3125,-38.11171596351818,22070.3125,-37.61818803560053
22167.96875,-54.09450988765934,22167.96875,-50.96749697892213,22167.96875,-48.80069161337899
22265.625,-45.65554551582402,22265.625,-39.40114619868967,22265.625,-38.23562126360294
22363.28125,-41.77497246370559,22363.28125,-41.44696642332313,22363.28125,-64.37985200954641
22460.9375,-43.64947509973699,22460.9375,-38.09284504340339,22460.9375,-40.8519258264964
22558.59375,-41.82335265970246,22558.59375,-35.81099337305074,22558.59375,-42.90816738734617
22656.25,-42.32031921669066,22656.25,-34.94625178421314,22656.25,-46.77387934090959
22753.90625,-49.47423703127416,22753.90625,-38.1085274557825,22753.90625,-38.05785615569823
22851.5625,-39.73745276114617,22851.5625,-47.48838097810911,22851.5625,-45.70950095352872
22949.21875,-42.53655099539345,22949.21875,-42.30621176603887,22949.21875,-42.01326152858401
23046.875,-44.32494631429721,23046.875,-35.5036891031523,23046.875,-47.3517784402687
23144.53125,-44.20213252675132,23144.53125,-38.52945288981424,23144.53125,-37.78975758608408
23242.1875,-45.82267311931528,23242.1875,-44.69211858613341,23242.1875,-39.65620188973389
23339.84375,-51.27192507027368,23339.84375,-41.29218160210775,23339.84375,-43.50068479871501
23437.5,-41.99545922136728,23437.5,-40.14397130187022,23437.5,-37.99047178180148
23535.15625,-48.35939822607665,23535.15625,-37.07411125628995,23535.15625,-43.82412830789044
23632.8125,-42.6831952679883,23632.8125,-42.70812361870671,23632.8125,-48.74094724763543
23730.46875,-56.22527232847168,23730.46875,-38.99402147103825,23730.46875,-42.62802659899209
23828.125,-37.99652640345655,23828.125,-41.67494770549723,23828.125,-48.5741145425126
23925.78125,-44.43438097262472,23925.78125,-56.11542401136253,23925.78125,-45.72824452661045
24023.4375,-40.12878675143257,24023.4375,-40.26087843770114,24023.4375,-45.18668569691727
24121.09375,-39.00924410672823,24121.09375,-51.06240755579543,24121.09375,-49.01349576763963
24218.75,-42.62361442568803,24218.75,-38.96068597372595,24218.75,-44.79015440614423
24316.40625,-39.97735164691987,24316.40625,-39.27934031298578,24316.40625,-39.21968871686931
24414.0625,-36.97203132603116,24414.0625,-48.81861712459258,24414.0625,-44.38907931538055
24511.71875,-40.26780553540232,24511.71875,-38.62091778722645,24511.71875,-46.76803868912481
24609.375,-41.38645395485479,24609.375,-42.93025998239464,24609.375,-37.29836441850643
24707.03125,-48.91602672952838,24707.03125,-34.68652132465024,24707.03125,-34.27212818661035
24804.6875,-34.27143435757134,24804.6875,-35.48514615858822,24804.6875,-35.26940380830961
24902.34375,-42.86338589803032,24902.34375,-42.64301921112121,24902.34375,-38.66620285573407
25000,-42.46153520604309,25000,-44.11510836884152,25000,-34.47728311079009
25097.65625,-44.3958809356586,25097.65625,-36.18268854621847,25097.65625,-45.52752668346601
25195.3125,-46.77016063463786,25195.3125,-51.60975692312064,25195.3125,-37.03613858804425
25292.96875,-41.13992988279271,25292.96875,-33.77950273358089,25292.96875,-42.37931208246066
25390.625,-44.8903638156322,25390.625,-41.91049511984521,25390.625,-35.90269561375993
25488.28125,-44.25658028606721,25488.28125,-44.74227064851891,25488.28125,-50.40549574067096
25585.9375,-39.88275681562929,25585.9375,-42.54757902552832,25585.9375,-48.89453996903729
25683.59375,-33.45225353425559,25683.59375,-37.91119879306837,25683.59375,-37.80570053236708
25781.25,-44.55306707553816,25781.25,-35.51892685078963,25781.25,-33.22061593063615
25878.90625,-39.83867372080794,25878.90625,-39.28870686690078,25878.90625,-40.62179139820479
25976.5625,-33.7855884408627,25976.5625,-37.08204669498075,25976.5625,-40.63171736352696
26074.21875,-39.6702105013924,26074.21875,-41.4474981618596,26074.21875,-38.94828674863126
26171.875,-42.38777082390374,26171.875,-48.642946729931,26171.875,-41.35960063211176
26269.53125,-39.80244858673097,26269.53125,-38.01116264260528,26269.53125,-46.56840257177284
26367.1875,-33.24895179344045,26367.1875,-37.90106401417361,26367.1875,-41.69985719317964
26464.84375,-37.07457217915039,26464.84375,-37.2122691059571,26464.84375,-34.28484664550068
26562.5,-44.08719720949672,26562.5,-43.22406985833454,26562.5,-36.08019017314363
26660.15625,-44.03240831175374,26660.15625,-53.59247633469923,26660.15625,-38.70369662205427
26757.8125,-37.14481650156289,26757.8125,-31.75473066039559,26757.8125,-45.44039789865021
26855.46875,-36.57395345632194,26855.46875,-34.91813258711835,26855.46875,-43.14208339177172
26953.125,-42.80698140713531,26953.125,-46.8049536956127,26953.125,-51.09874106523934
27050.78125,-34.2012993677685,27050.78125,-36.89774335995268,27050.78125,-35.5609389677138
27148.4375,-41.2700399840236,27148.4375,-39.14079319656351,27148.4375,-32.34378712308136
27246.09375,-33.56851696604097,27246.09375,-43.28015191425884,27246.09375,-37.63103785623269
27343.75,-31.89993305735354,27343.75,-38.48103791221853,27343.75,-38.92448838289474
27441.40625,-41.09453185747171,27441.40625,-43.31852556844407,27441.40625,-36.42968634884937
27539.0625,-40.37336388781789,27539.0625,-39.62994145738807,27539.0625,-31.4882016792072
27636.71875,-41.13477974721111,27636.71875,-44.66579790577546,27636.71875,-35.42323768946188
27734.375,-50.71846064370905,27734.375,-43.61453825349682,27734.375,-33.64624830261406
27832.03125,-34.39139912532668,27832.03125,-46.85272926457789,27832.03125,-35.50466478528267
27929.6875,-38.1189893228437,27929.6875,-31.7048394555794,27929.6875,-30.59820004782585
28027.34375,-35.00549262136388,28027.34375,-50.34168413647735,28027.34375,-37.26925702300768
28125,-37.1322536489424,28125,-39.1795705624881,28125,-33.83457727851717
28222.65625,-37.47143257652609,28222.65625,-34.95844885837001,28222.65625,-39.62681719369483
28320.3125,-42.31697280668378,28320.3125,-40.84478191391053,28320.3125,-39.54779269332873
28417.96875,-42.27769870723171,28417.96875,-30.80190391028631,28417.96875,-43.41539455287675
28515.625,-44.65479508188155,28515.625,-30.05758992096777,28515.625,-35.81345870444084
28613.28125,-41.52188818984988,28613.28125,-33.84413458149573,28613.28125,-48.74700570495668
28710.9375,-60.51521230155708,28710.9375,-30.93044243164107,28710.9375,-40.75333160459921
28808.59375,-34.86455193961739,28808.59375,-37.10424228228439,28808.59375,-35.93576196987061
28906.25,-41.01185075317776,28906.25,-41.71531573387132,28906.25,-38.05862755116897
29003.90625,-33.60970600807669,29003.90625,-36.53965533520895,29003.90625,-38.0397338912338
