spectrum_Out X,spectrum_Out Y,spectrum_ve X,spectrum_ve Y,spectrum_vin X,spectrum_vin Y
17187.5,-56.6171174659835,17187.5,-109.8181562330057,17187.5,-304.9522362469304
17285.15625,-44.56561350649049,17285.15625,-97.76665227255037,17285.15625,-305.0368436879628
17382.8125,-86.27435680868126,17382.8125,-139.4753955402667,17382.8125,-305.0034061153833
17480.46875,-42.36986892604271,17480.46875,-95.57090769214457,17480.46875,-305.0744606474534
17578.125,-52.09963232227721,17578.125,-105.3006710890888,17578.125,-305.154207328989
17675.78125,-47.46979994746654,17675.78125,-100.6708387130921,17675.78125,-305.2338056846862
17773.4375,-50.4387658605635,17773.4375,-103.6398046273411,17773.4375,-305.2526148084638
17871.09375,-55.953592253489,17871.09375,-109.1546310195018,17871.09375,-305.3076791210452
17968.75,-40.20697144323294,17968.75,-93.40801020950346,17968.75,-305.3130673711228
18066.40625,-50.75951607645324,18066.40625,-103.9605548423773,18066.40625,-305.4125145934385
18164.0625,-50.77332951611697,18164.0625,-103.9743682829598,18164.0625,-305.3286780991225
18261.71875,-50.87975834580331,18261.71875,-104.0807971124821,18261.71875,-305.4191550781456
18359.375,-43.27715797747807,18359.375,-96.47819674386808,18359.375,-305.5363167177842
18457.03125,-47.91708612065058,18457.03125,-101.1181248870702,18457.03125,-305.5780878183775
18554.6875,-39.77143094158274,18554.6875,-92.97246970763702,18554.6875,-305.6410604729533
18652.34375,-46.2430628129467,18652.34375,-99.44410157930588,18652.34375,-305.585459688696
18750,-42.22118463703539,18750,-95.42222340295365,18750,-305.7809135530555
18847.65625,-41.42142599961719,18847.65625,-94.62246476586812,18847.65625,-305.6907636823427
18945.3125,-43.31533704093744,18945.3125,-96.51637580731804,18945.3125,-305.8446873603646
19042.96875,-41.25609837584029,19042.96875,-94.45713714211756,19042.96875,-305.8092642037564
19140.625,-45.55984517401619,19140.625,-98.76088394022281,19140.625,-305.8522458872204
19238.28125,-42.70228447419592,19238.28125,-95.9033232405676,19238.28125,-305.9373320220955
19335.9375,-48.41842973535308,19335.9375,-101.6194685019947,19335.9375,-305.9144043692482
19433.59375,-40.83790973688978,19433.59375,-94.03894850321009,19433.59375,-305.8523915658661
19531.25,-48.78554449577852,19531.25,-101.9865832614938,19531.25,-306.0584312449269
19628.90625,-45.03608858850939,19628.90625,-98.23712735478198,19628.90625,-306.0771369724081
19726.5625,-46.82923078462693,19726.5625,-100.0302695509081,19726.5625,-306.0272699128582
19824.21875,-43.24382932385836,19824.21875,-96.44486808971061,19824.21875,-306.1141284256759
19921.875,-50.81004602161638,19921.875,-104.0110847872148,19921.875,-306.3676751707551
20019.53125,-61.5231690593809,20019.53125,-114.7242078252182,20019.53125,-306.2281609068677
20117.1875,-57.15067889613442,20117.1875,-110.3517176614446,20117.1875,-306.37760628896
20214.84375,-37.58432395409894,20214.84375,-90.78536272034566,20214.84375,-306.332686875917
20312.5,-45.84476057917358,20312.5,-99.04579934551339,20312.5,-306.4724290266142
20410.15625,-43.36503093537061,20410.15625,-96.56606970175517,20410.15625,-306.4748652637908
20507.8125,-53.70046189953386,20507.8125,-106.9015006648235,20507.8125,-306.37408987464
20605.46875,-63.96311867539381,20605.46875,-117.1641574439344,20605.46875,-306.5381978238781
20703.125,-44.95190514128006,20703.125,-98.15294390718877,20703.125,-306.5160123373443
20800.78125,-49.07637675993783,20800.78125,-102.2774155263842,20800.78125,-306.4101915151811
20898.4375,-46.31846573486085,20898.4375,-99.51950450107624,20898.4375,-306.6326295808859
20996.09375,-41.1718907123378,20996.09375,-94.37292947863082,20996.09375,-306.7017638328035
21093.75,-44.92172301845112,21093.75,-98.12276178482493,21093.75,-306.591238447725
21191.40625,-44.84209602234222,21191.40625,-98.04313478840098,21191.40625,-306.6542248102578
21289.0625,-57.18158832557145,21289.0625,-110.3826270929749,21289.0625,-306.8733279896452
21386.71875,-57.51454294896628,21386.71875,-110.7155817148893,21386.71875,-306.8689797710036
21484.375,-44.90033660622262,21484.375,-98.10137537240001,21484.375,-306.8871190911218
21582.03125,-44.1882912747625,21582.03125,-97.38933004102276,21582.03125,-306.9740383069691
21679.6875,-42.67302564380775,21679.6875,-95.87406441011314,21679.6875,-306.9256996262278
21777.34375,-42.31553179288512,21777.34375,-95.51657055922334,21777.34375,-307.0422655113183
21875,-37.25555601474539,21875,-90.45659478089115,21875,-306.9651188379717
21972.65625,-40.18714196673218,21972.65625,-93.38818073292381,21972.65625,-307.0985465844818
22070.3125,-37.61818803560053,22070.3125,-90.81922680159244,22070.3125,-307.0773921536011
22167.96875,-48.80069161337899,22167.96875,-102.0017303798437,22167.96875,-307.0819853073031
22265.625,-38.23562126360294,22265.625,-91.43666002983224,22265.625,-307.1851517531251
22363.28125,-64.37985200954641,22363.28125,-117.5808907778389,22363.28125,-307.2173836485309
22460.9375,-40.8519258264964,22460.9375,-94.0529645924953,22460.9375,-307.1947114140959
22558.59375,-42.90816738734617,22558.59375,-96.10920615369857,22558.59375,-307.3088141966832
22656.25,-46.77387934090959,22656.25,-99.97491810701345,22656.25,-307.2273375432101
22753.90625,-38.05785615569823,22753.90625,-91.25889492172816,22753.90625,-307.3145190946253
22851.5625,-45.70950095352872,22851.5625,-98.91053971979917,22851.5625,-307.4083959014908
22949.21875,-42.01326152858401,22949.21875,-95.21430029451315,22949.21875,-307.6174897556262
23046.875,-47.3517784402687,23046.875,-100.5528172065633,23046.875,-307.476736802035
23144.53125,-37.78975758608408,23144.53125,-90.99079635207647,23144.53125,-307.5061702159486
23242.1875,-39.65620188973389,23242.1875,-92.85724065597665,23242.1875,-307.533420247559
23339.84375,-43.50068479871501,23339.84375,-96.7017235647689,23339.84375,-307.5091875048751
23437.5,-37.99047178180148,23437.5,-91.19151054782407,23437.5,-307.5261421788258
23535.15625,-43.82412830789044,23535.15625,-97.02516707409458,23535.15625,-307.6822880903572
23632.8125,-48.74094724763543,23632.8125,-101.9419860133029,23632.8125,-307.6968338943573
23730.46875,-42.62802659899209,23730.46875,-95.82906536502036,23730.46875,-307.7762666638109
23828.125,-48.5741145425126,23828.125,-101.7751533085052,23828.125,-307.6678059779763
23925.78125,-45.72824452661045,23925.78125,-98.92928329242503,23925.78125,-307.5169253510748
24023.4375,-45.18668569691727,24023.4375,-98.38772446320016,24023.4375,-307.5757788272692
24121.09375,-49.01349576763963,24121.09375,-102.2145345341933,24121.09375,-307.8044639453828
24218.75,-44.79015440614423,24218.75,-97.99119317222755,24218.75,-307.8080821845811
24316.40625,-39.21968871686931,24316.40625,-92.4207274831075,24316.40625,-307.9000209897729
24414.0625,-44.38907931538055,24414.0625,-97.59011808173815,24414.0625,-308.0565938487073
24511.71875,-46.76803868912481,24511.71875,-99.96907745493351,24511.71875,-307.9302131324591
24609.375,-37.29836441850643,24609.375,-90.49940318467046,24609.375,-308.0151053467677
24707.03125,-34.27212818661035,24707.03125,-87.47316695278869,24707.03125,-308.024020896004
24804.6875,-35.26940380830961,24804.6875,-88.47044257451201,24804.6875,-307.9926459656901
24902.34375,-38.66620285573407,24902.34375,-91.86724162179685,24902.34375,-308.1527397374374
25000,-34.47728311079009,25000,-87.67832187692834,25000,-308.156744080944
25097.65625,-45.52752668346601,25097.65625,-98.7285654498711,25097.65625,-308.2006488323076
25195.3125,-37.03613858804425,25195.3125,-90.23717735408773,25195.3125,-308.2017519678615
25292.96875,-42.37931208246066,25292.96875,-95.58035084876828,25292.96875,-308.0452745697546
25390.625,-35.90269561375993,25390.625,-89.10373437985535,25390.625,-308.0690361649014
25488.28125,-50.40549574067096,25488.28125,-103.6065345066332,25488.28125,-308.1056952629788
25585.9375,-48.89453996903729,25585.9375,-102.0955787355205,25585.9375,-308.2301582535343
25683.59375,-37.80570053236708,25683.59375,-91.00673929850169,25683.59375,-308.3236486049537
25781.25,-33.22061593063615,25781.25,-86.42165469680981,25781.25,-308.4008274915052
25878.90625,-40.62179139820479,25878.90625,-93.82283016447978,25878.90625,-308.3480904509564
25976.5625,-40.63171736352696,25976.5625,-93.83275612978368,25976.5625,-308.4037517809525
26074.21875,-38.94828674863126,26074.21875,-92.14932551462445,26074.21875,-308.515558364027
26171.875,-41.35960063211176,26171.875,-94.56063939805958,26171.875,-308.4756156261624
26269.53125,-46.56840257177284,26269.53125,-99.76944133818888,26269.53125,-308.5029539905165
26367.1875,-41.69985719317964,26367.1875,-94.90089595911124,26367.1875,-308.3562466071262
26464.84375,-34.28484664550068,26464.84375,-87.48588541168817,26464.84375,-308.4765882848733
26562.5,-36.08019017314363,26562.5,-89.28122893918751,26562.5,-308.6843041390597
26660.15625,-38.70369662205427,26660.15625,-91.90473538829377,26660.15625,-308.6685096156419
26757.8125,-45.44039789865021,26757.8125,-98.64143666503085,26757.8125,-308.849163709901
26855.46875,-43.14208339177172,26855.46875,-96.34312215804235,26855.46875,-308.577769800058
26953.125,-51.09874106523934,26953.125,-104.2997798309568,26953.125,-308.4381459215815
27050.78125,-35.5609389677138,27050.78125,-88.76197773376548,27050.78125,-308.8157659606207
27148.4375,-32.34378712308136,27148.4375,-85.54482588925316,27148.4375,-308.8289776481082
27246.09375,-37.63103785623269,27246.09375,-90.83207662223759,27246.09375,-308.9314905555555
27343.75,-38.92448838289474,27343.75,-92.12552714892935,27343.75,-308.8238837871458
27441.40625,-36.42968634884937,27441.40625,-89.6307251150143,27441.40625,-308.8801442178597
27539.0625,-31.4882016792072,27539.0625,-84.68924044529456,27539.0625,-308.8877950981645
27636.71875,-35.42323768946188,27636.71875,-88.62427645561297,27636.71875,-308.9222723577636
27734.375,-33.64624830261406,27734.375,-86.84728706869515,27734.375,-308.8047544467205
27832.03125,-35.50466478528267,27832.03125,-88.70570355147183,27832.03125,-309.0411526565599
27929.6875,-30.59820004782585,27929.6875,-83.79923881395487,27929.6875,-309.06946663108
28027.34375,-37.26925702300768,28027.34375,-90.47029578915516,28027.34375,-309.0031196961162
28125,-33.83457727851717,28125,-87.03561604469743,28125,-309.302148500301
28222.65625,-39.62681719369483,28222.65625,-92.82785595969764,28222.65625,-309.0150083984769
28320.3125,-39.54779269332873,28320.3125,-92.74883145954517,28320.3125,-308.808350567103
28417.96875,-43.41539455287675,28417.96875,-96.61643331890077,28417.96875,-309.1969616659755
28515.625,-35.81345870444084,28515.625,-89.01449747059027,28515.625,-309.2906238283327
28613.28125,-48.74700570495668,28613.28125,-101.9480444710506,28613.28125,-309.1773114243407
28710.9375,-40.75333160459921,28710.9375,-93.95437037070748,28710.9375,-309.2391128410493
28808.59375,-35.93576196987061,28808.59375,-89.13680073598108,28808.59375,-309.2726562196114
28906.25,-38.05862755116897,28906.25,-91.25966631718171,28906.25,-309.1808759416149
29003.90625,-38.0397338912338,29003.90625,-91.24077265743733,29003.90625,-309.3085525708197
29101.5625,-38.35082604140984,29101.5625,-91.55186480742039,29101.5625,-309.3069359020332
29199.21875,-33.13618099337862,29199.21875,-86.33721975943939,29199.21875,-309.4742992889321
