CodeN X,CodeN Y,CodeP X,CodeP Y
0,128.0000159038869,0,128.0000159038869
5e-06,128.0000159036622,5e-06,128.0000159038235
1e-05,128.0000159038596,1e-05,128.0000159041592
1.5e-05,126.0000135721163,1.5e-05,130.0000356732074
2e-05,126.0000014787867,2e-05,130.0000264926976
2.5e-05,126.0000165515073,2.5e-05,130.0000362756212
3e-05,125.000021021215,3e-05,131.0000151375375
3.5e-05,122.0000146062846,3.5e-05,134.0000420238761
4e-05,122.999980187188,4e-05,133.0000632617354
4.5e-05,122.0000173490715,4.5e-05,134.0000144601161
5e-05,121.0000175881315,5e-05,135.0000139131961
5.5e-05,121.000021705686,5.5e-05,135.0000142870921
6e-05,119.0000167691695,6e-05,137.0000310317955
6.500000000000001e-05,118.0000142108101,6.500000000000001e-05,138.0000276626652
7.000000000000001e-05,119.0000180681084,7.000000000000001e-05,137.0000137383822
7.500000000000001e-05,118.0000183100353,7.500000000000001e-05,138.0000134968108
8.000000000000001e-05,115.0000149516066,8.000000000000001e-05,141.00004464669
8.500000000000001e-05,115.0000220492419,8.500000000000001e-05,141.0000520289183
9.000000000000001e-05,115.0000526830895,9.000000000000001e-05,141.0000287240921
9.500000000000001e-05,115.0000172839206,9.500000000000001e-05,141.0000756829644
0.0001,113.0000282870786,0.0001,143.0000462807143
0.000105,111.0000199944233,0.000105,145.0000118131925
0.00011,113.0000217154672,0.00011,143.0000274710613
0.000115,110.0000186505919,0.000115,146.0000291532787
0.00012,112.0000194232252,0.00012,144.0000287159277
0.000125,108.0000207820069,0.000125,148.0000165638823
0.00013,108.0000207161652,0.00013,148.0000110923067
0.000135,107.0000349284317,0.000135,149.000044929519
0.00014,108.0000176933061,0.00014,148.0000173784676
0.0001450000000000001,106.0000398252151,0.0001450000000000001,150.0000279805427
0.0001500000000000001,106.0000224844943,0.0001500000000000001,150.0000329802118
0.0001550000000000001,104.0000216782334,0.0001550000000000001,152.0000101286131
0.0001600000000000001,103.0000000754929,0.0001600000000000001,153.0000660651712
0.0001650000000000001,105.0000214379308,0.0001650000000000001,151.0000103688566
0.0001700000000000001,101.0000224002347,0.0001700000000000001,155.0000094073784
0.0001750000000000001,101.0000223995125,0.0001750000000000001,155.0000094064625
0.0001800000000000001,101.0000224001205,0.0001800000000000001,155.0000094668047
0.0001850000000000002,101.0000224704655,0.0001850000000000002,154.9999832049383
0.0001900000000000002,98.00002474356928,0.0001900000000000002,158.0000286681355
0.0001950000000000002,99.00002288444091,0.0001950000000000002,157.0000089283172
0.0002000000000000002,97.00004161163021,0.0002000000000000002,158.9999967201609
0.0002050000000000002,98.00003311534103,0.0002050000000000002,157.9999999186641
0.0002100000000000002,95.0000238422783,0.0002100000000000002,161.0000079642541
0.0002150000000000002,97.00003318596362,0.0002150000000000002,159.0000171088648
0.0002200000000000003,93.00004700298706,0.0002200000000000003,163.0000160474151
0.0002250000000000003,94.00002400397003,0.0002250000000000003,162.0000071418264
0.0002300000000000003,94.00004975428702,0.0002300000000000003,162.0000137619326
0.0002350000000000003,92.00002474170557,0.0002350000000000003,164.000010695277
0.0002400000000000003,91.00002482858125,0.0002400000000000003,165.0000070498265
0.0002450000000000003,91.00004291866961,0.0002450000000000003,165.0000152025142
0.0002500000000000003,91.00004292135644,0.0002500000000000003,165.0000152026351
0.0002550000000000003,89.00003828243095,0.0002550000000000003,167.0000071465376
0.0002600000000000004,89.00000823719071,0.0002600000000000004,167.0000075032189
0.0002650000000000004,88.00005644338562,0.0002650000000000004,168.0000293832339
0.0002700000000000004,86.00006429997691,0.0002700000000000004,170.0000076098812
0.0002750000000000004,87.00002576831592,0.0002750000000000004,169.0000060392858
0.0002800000000000004,86.00003024465231,0.0002800000000000004,170.000017946209
0.0002850000000000004,85.00005222759188,0.0002850000000000004,171.000020671902
0.0002900000000000004,84.00002003247576,0.0002900000000000004,172.0000317357359
0.0002950000000000004,83.00003900602105,0.0002950000000000004,172.9999759207838
0.0003000000000000005,84.00005146910372,0.0003000000000000005,172.0000066162809
0.0003050000000000005,83.00002673115563,0.0003050000000000005,173.0000050794982
0.0003100000000000005,80.00002424092263,0.0003100000000000005,176.000004645533
0.0003150000000000005,80.00002699922121,0.0003150000000000005,176.0000060482244
0.0003200000000000005,80.00002747056141,0.0003200000000000005,176.000004354012
0.0003250000000000005,80.00002752290833,0.0003250000000000005,176.0000043558538
0.0003300000000000005,79.00002769477153,0.0003300000000000005,177.0000041117019
0.0003350000000000006,77.00002944605832,0.0003350000000000006,179.0000085958816
0.0003400000000000006,78.00002469296763,0.0003400000000000006,178.0000148235137
0.0003450000000000006,76.00002977107714,0.0003450000000000006,180.0000032937116
0.0003500000000000006,77.00003020441984,0.0003500000000000006,179.0000137743278
0.0003550000000000006,74.00003106540315,0.0003550000000000006,181.9999719161168
0.0003600000000000006,74.00006157708903,0.0003600000000000006,182.0000059813059
0.0003650000000000006,74.00004300911802,0.0003650000000000006,182.0000049130847
0.0003700000000000006,73.00005210563198,0.0003700000000000006,182.9999969216003
0.0003750000000000007,73.00005238297717,0.0003750000000000007,182.9999969092915
0.0003800000000000007,71.00002986640915,0.0003800000000000007,185.0000135550291
0.0003850000000000007,71.00005539693177,0.0003850000000000007,185.0000024092717
0.0003900000000000007,71.00002939771076,0.0003900000000000007,184.9999838751
0.0003950000000000007,71.00004565946757,0.0003950000000000007,184.9999807203998
0.0004000000000000007,67.00004969739261,0.0004000000000000007,188.9999948156934
0.0004050000000000007,69.00003088002995,0.0004050000000000007,187.0000025327854
