CodeP X,CodeP Y,CodeN X,CodeN Y
0,128.0000159039118,0,128.0000159039118
5e-06,128.0000159039118,5e-06,128.0000159039118
1e-05,128.0000159039118,1e-05,128.0000159039118
1.5e-05,128.000015902359,1.5e-05,128.0000159038914
2e-05,136.0002196418025,2e-05,119.9997971094914
2.5e-05,163.000230842925,2.5e-05,93.00052411869376
3e-05,145.001167081783,3e-05,110.9965674968613
3.5e-05,128.0001829641502,3.5e-05,128.0008423629627
4e-05,129.9998929625435,4e-05,126.0001996496506
4.5e-05,133.0001212736484,4.5e-05,122.9998608145304
5e-05,134.0001420356201,5e-05,121.9999607651734
5.5e-05,137.000551759279,5.5e-05,118.9998512866958
6e-05,136.0002849414263,6e-05,119.9998059827894
6.500000000000001e-05,138.0001305892867,6.500000000000001e-05,118.000023117975
7.000000000000001e-05,137.0003470800832,7.000000000000001e-05,118.9986113712325
7.500000000000001e-05,138.0000232967911,7.500000000000001e-05,118.000014342586
8.000000000000001e-05,139.9999898553418,8.000000000000001e-05,115.9995018588786
8.500000000000001e-05,140.9999891841358,8.500000000000001e-05,115.0000192734397
9.000000000000001e-05,141.0000008577188,9.000000000000001e-05,114.9998141789479
9.500000000000001e-05,141.0000090061207,9.500000000000001e-05,115.0001198486899
0.0001,142.0000125351485,0.0001,114.0000024546606
0.000105,145.0001714584081,0.000105,110.9997976318742
0.00011,143.9991510476693,0.00011,112.0001546382434
0.000115,143.999957875509,0.000115,112.0002145403953
0.00012,146.0001244577301,0.00012,110.0000032975203
0.000125,147.0000111146929,0.000125,109.000020398405
0.00013,147.0001125510468,0.00013,109.0000612112539
0.000135,148.0000111691081,0.000135,108.0000213139364
0.00014,149.0000108505972,0.00014,107.000006120988
0.0001450000000000001,149.9999384327153,0.0001450000000000001,106.0000595239061
0.0001500000000000001,150.0000406282498,0.0001500000000000001,106.0000233078569
0.0001550000000000001,150.9990935479348,0.0001550000000000001,105.00004173715
0.0001600000000000001,152.000154413005,0.0001600000000000001,104.0000401108977
0.0001650000000000001,154.0000450246547,0.0001650000000000001,102.0000620475585
0.0001700000000000001,152.0001962645824,0.0001700000000000001,103.999974146344
0.0001750000000000001,155.0000095462515,0.0001750000000000001,101.0000224024168
0.0001800000000000001,155.0000166627451,0.0001800000000000001,101.0001078952598
0.0001850000000000002,154.9998987137741,0.0001850000000000002,100.9999905871479
0.0001900000000000002,158.0000086789995,0.0001900000000000002,97.99997669087033
0.0001950000000000002,156.9993971504584,0.0001950000000000002,99.00003546480463
0.0002000000000000002,157.9996701506342,0.0002000000000000002,98.00006850371521
0.0002050000000000002,158.9999510100048,0.0002050000000000002,97.00012540392946
0.0002100000000000002,160.0000081686515,0.0002100000000000002,95.99983261954377
0.0002150000000000002,160.0000082006312,0.0002150000000000002,96.00002356447574
0.0002200000000000003,161.0006881377653,0.0002200000000000003,94.99992397652255
0.0002250000000000003,161.9999695927478,0.0002250000000000003,93.99980489114817
0.0002300000000000003,161.999904840361,0.0002300000000000003,94.00002407216381
0.0002350000000000003,165.0000162933877,0.0002350000000000003,91.00002480686626
0.0002400000000000003,162.0002442772767,0.0002400000000000003,94.00039405121261
0.0002450000000000003,167.0003506511232,0.0002450000000000003,89.00004273965591
0.0002500000000000003,166.0000732815174,0.0002500000000000003,90.0001379495375
0.0002550000000000003,164.9998619953805,0.0002550000000000003,91.00015966268015
0.0002600000000000004,167.0002539351368,0.0002600000000000004,88.99966871099069
0.0002650000000000004,168.999599512827,0.0002650000000000004,86.99992546130601
0.0002700000000000004,168.0000062689308,0.0002700000000000004,88.00002552141619
0.0002750000000000004,169.0000060323135,0.0002750000000000004,87.00001315652061
0.0002800000000000004,170.0000057980433,0.0002800000000000004,86.00002600897797
0.0002850000000000004,171.0000152942653,0.0002850000000000004,85.00002638016515
0.0002900000000000004,172.0002613378294,0.0002900000000000004,84.00002420307779
0.0002950000000000004,171.9987258061477,0.0002950000000000004,84.0000587274391
0.0003000000000000005,173.0000042749917,0.0003000000000000005,83.00002645865668
0.0003050000000000005,172.0000333367908,0.0003050000000000005,84.00001108720824
0.0003100000000000005,176.0000097386047,0.0003100000000000005,80.00002891122277
0.0003150000000000005,174.9999230258929,0.0003150000000000005,81.00019842662245
0.0003200000000000005,176.0000763265658,0.0003200000000000005,80.00003251329014
0.0003250000000000005,177.0000352263476,0.0003250000000000005,79.00108286475066
0.0003300000000000005,175.9999933416395,0.0003300000000000005,80.00002735198085
0.0003350000000000006,177.0000047196413,0.0003350000000000006,79.0000276859594
0.0003400000000000006,179.9999636742028,0.0003400000000000006,76.00002239235221
0.0003450000000000006,180.0000033926972,0.0003450000000000006,75.99995085151518
0.0003500000000000006,179.9999953648496,0.0003500000000000006,75.99999712503534
0.0003550000000000006,181.0000031506943,0.0003550000000000006,75.00001730323292
0.0003600000000000006,179.9999124879066,0.0003600000000000006,75.99997108901978
0.0003650000000000006,182.0000029122073,0.0003650000000000006,74.00002081442248
0.0003700000000000006,183.0000674676301,0.0003700000000000006,72.99998527300926
0.0003750000000000007,167.0002790088336,0.0003750000000000007,89.00007511337989
0.0003800000000000007,138.0011542431963,0.0003800000000000007,117.9997364320334
0.0003850000000000007,167.0004030641298,0.0003850000000000007,89.0008769535971
0.0003900000000000007,187.99749193182,0.0003900000000000007,68.0003813273554
0.0003950000000000007,193.0004019073284,0.0003950000000000007,63.0000315425522
0.0004000000000000007,189.0000012264835,0.0004000000000000007,67.00003056480482
0.0004050000000000007,186.00000787328,0.0004050000000000007,70.00002998964865
