spectrum_ve (va=0.02) X,spectrum_ve (va=0.02) Y,spectrum_ve (va=0.05) X,spectrum_ve (va=0.05) Y,spectrum_ve (va=0.1) X,spectrum_ve (va=0.1) Y
29003.90625,-86.81074477419756,29003.90625,-89.74069410127747,29003.90625,-91.24077265743733
29101.5625,-87.38651415288358,29101.5625,-93.15477153937969,29101.5625,-91.55186480742039
29199.21875,-84.01894989911931,29199.21875,-90.69220027729287,29199.21875,-86.33721975943939
29296.875,-86.6636494795934,29296.875,-87.71713627472889,29296.875,-82.45672713365914
29394.53125,-96.31176805980107,29394.53125,-92.90374735512323,29394.53125,-95.9776630377567
29492.1875,-94.59778071077625,29492.1875,-94.70872843144886,29492.1875,-90.90294609676096
29589.84375,-101.5645271171967,29589.84375,-86.54164878071056,29589.84375,-85.1489017573125
29687.5,-89.47552005483672,29687.5,-91.28529153381223,29687.5,-91.37626460453733
29785.15625,-84.16623999520327,29785.15625,-93.55240640866299,29785.15625,-86.14984230830564
29882.8125,-97.54266374899535,29882.8125,-86.26384175595673,29882.8125,-88.73460199335612
29980.46875,-91.14829581080448,29980.46875,-90.16548508585304,29980.46875,-94.33311981502504
30078.125,-88.02597857287127,30078.125,-90.81265065754133,30078.125,-86.2902598367387
30175.78125,-97.67835376158671,30175.78125,-86.42666408596766,30175.78125,-84.68396557246244
30273.4375,-98.51072015829685,30273.4375,-86.88288875687776,30273.4375,-85.0289148535544
30371.09375,-102.1763118359451,30371.09375,-88.3758423080437,30371.09375,-92.9507896681294
30468.75,-89.09575636475383,30468.75,-86.12776389294666,30468.75,-97.07559360023171
30566.40625,-91.22493724274958,30566.40625,-85.17051954694729,30566.40625,-105.2934942622613
30664.0625,-88.68524125527117,30664.0625,-87.46417387640656,30664.0625,-82.66182533063667
30761.71875,-87.34132499492438,30761.71875,-92.31390832001944,30761.71875,-83.44678995346766
30859.375,-82.72169707828041,30859.375,-90.13889349792157,30859.375,-81.06327876002331
30957.03125,-85.50914581546273,30957.03125,-87.16499441386026,30957.03125,-89.48936534090834
31054.6875,-84.63149993845362,31054.6875,-98.30347289571976,31054.6875,-83.29446592873254
31152.34375,-85.88790667714545,31152.34375,-92.45021740210801,31152.34375,-88.0185446857169
31250,-85.75715711089259,31250,-86.46804429371974,31250,-101.6105389811216
31347.65625,-88.29532547214271,31347.65625,-88.33431629378896,31347.65625,-88.49451371510571
31445.3125,-85.47103902262562,31445.3125,-87.47154126022659,31445.3125,-79.81059719044308
31542.96875,-101.9657069738409,31542.96875,-90.02872039509742,31542.96875,-108.277220759616
31640.625,-97.09444951884336,31640.625,-85.28220606989039,31640.625,-90.02878098525167
31738.28125,-90.13153796715231,31738.28125,-90.46116827283996,31738.28125,-86.26224762439111
31835.9375,-92.85346355686345,31835.9375,-82.89114533558151,31835.9375,-86.49213117969302
31933.59375,-82.86561551805549,31933.59375,-88.07715909008292,31933.59375,-86.95021071611879
32031.25,-83.57210064554269,32031.25,-93.04585860323209,32031.25,-84.44740564116242
32128.90625,-83.35044251690248,32128.90625,-91.30822312392526,32128.90625,-91.61727885269997
32226.5625,-104.2801680979422,32226.5625,-85.56764488289272,32226.5625,-84.20296007557589
32324.21875,-88.80384797291562,32324.21875,-82.64081883450345,32324.21875,-80.00350235385471
32421.875,-91.73956140191508,32421.875,-82.17064021201708,32421.875,-90.24935792459237
32519.53125,-84.49367172531039,32519.53125,-87.30802444080717,32519.53125,-81.29502881243489
32617.1875,-89.93733735812702,32617.1875,-77.71812022879666,32617.1875,-101.7963502431864
32714.84375,-82.23172355764416,32714.84375,-83.7308873797943,32714.84375,-93.8334313064239
32812.49999999999,-85.63247651608248,32812.49999999999,-92.95783194883866,32812.49999999999,-84.99871765311457
32910.15624999999,-84.82123880180808,32910.15624999999,-95.1008792277801,32910.15624999999,-85.9654713027895
33007.81249999999,-90.86338214937822,33007.81249999999,-82.585232383677,33007.81249999999,-87.77656553711383
33105.46874999999,-85.79996696101051,33105.46874999999,-89.91141326798353,33105.46874999999,-102.5437670847775
33203.12499999999,-85.07744792054629,33203.12499999999,-92.98254891448666,33203.12499999999,-86.60409117617451
33300.78124999999,-88.74126941240148,33300.78124999999,-84.85824215091472,33300.78124999999,-83.61545180401905
33398.43749999999,-82.32256422375046,33398.43749999999,-83.14576630186104,33398.43749999999,-93.91547197623687
33496.09374999999,-82.05127501582361,33496.09374999999,-89.04153768954343,33496.09374999999,-89.65588846213137
33593.74999999999,-82.10521810244389,33593.74999999999,-85.66896172834213,33593.74999999999,-86.28361358530867
33691.40624999999,-86.7629338240797,33691.40624999999,-85.96348084695386,33691.40624999999,-84.52904623585128
33789.06249999999,-84.64287205992329,33789.06249999999,-87.08627190393304,33789.06249999999,-89.12976838864019
33886.71874999999,-85.84076755791925,33886.71874999999,-100.5825079296426,33886.71874999999,-83.5218252976492
33984.37499999999,-82.17295610630455,33984.37499999999,-77.06481300626595,33984.37499999999,-105.036570678603
34082.03124999999,-83.04113163201195,34082.03124999999,-84.0037637635304,34082.03124999999,-82.71591007190003
34179.68749999999,-87.86548161822387,34179.68749999999,-90.02224045032102,34179.68749999999,-84.84111636912544
34277.34374999999,-86.42583918335127,34277.34374999999,-79.98971603803615,34277.34374999999,-94.21442878571254
34374.99999999999,-96.69890994181,34374.99999999999,-85.08968690049358,34374.99999999999,-82.25276753167844
34472.65624999999,-83.48208845736451,34472.65624999999,-83.95399373940207,34472.65624999999,-84.55839945365386
34570.31249999999,-80.23501388763619,34570.31249999999,-87.87804564320197,34570.31249999999,-79.06090969425608
34667.96874999999,-90.76290298122935,34667.96874999999,-83.95223926719807,34667.96874999999,-83.46850331036165
34765.62499999999,-83.38329627410465,34765.62499999999,-81.0310567363602,34765.62499999999,-84.34527862728513
34863.28124999999,-93.78890427872868,34863.28124999999,-80.64031016352943,34863.28124999999,-86.08210837029658
34960.93749999999,-92.86112073224788,34960.93749999999,-79.89840227867107,34960.93749999999,-88.91321066365769
35058.59374999999,-80.68352890409734,35058.59374999999,-84.93429769135992,35058.59374999999,-94.24082138497897
35156.24999999999,-84.33458180344836,35156.24999999999,-84.55773433234069,35156.24999999999,-81.51749642781411
35253.90624999999,-80.93503813891263,35253.90624999999,-87.71383228417019,35253.90624999999,-81.63997814461112
35351.56249999999,-82.51518442484843,35351.56249999999,-85.85026474448188,35351.56249999999,-89.09725229453522
35449.21874999999,-81.31775834702195,35449.21874999999,-88.625845796851,35449.21874999999,-89.88123941443942
35546.87499999999,-84.77359222419798,35546.87499999999,-87.93377191499339,35546.87499999999,-79.86592315234653
35644.53124999999,-82.91081893284364,35644.53124999999,-105.4784769653275,35644.53124999999,-77.39658179271646
35742.18749999999,-86.78139994187696,35742.18749999999,-79.16833560391795,35742.18749999999,-90.94105210283408
35839.84374999999,-84.43503864044524,35839.84374999999,-94.76266621702324,35839.84374999999,-83.54284878698301
35937.49999999999,-83.86339754172015,35937.49999999999,-85.02184202921839,35937.49999999999,-81.14759651823402
36035.15624999999,-78.78075707328655,36035.15624999999,-84.41943276182782,36035.15624999999,-79.69335013902888
36132.81249999999,-80.70954967174163,36132.81249999999,-79.11343014557262,36132.81249999999,-83.55173751027804
36230.46874999999,-82.72728657487448,36230.46874999999,-99.87888874183723,36230.46874999999,-84.85268715593683
36328.12499999999,-76.64068404129671,36328.12499999999,-87.43738219123919,36328.12499999999,-81.92603913474707
36425.78124999999,-84.67346911027678,36425.78124999999,-88.11711919687853,36425.78124999999,-79.67796982038462
36523.43749999999,-73.66448617513323,36523.43749999999,-80.41917615220468,36523.43749999999,-95.7002513955497
36621.09374999999,-88.86913744234904,36621.09374999999,-83.45311102048305,36621.09374999999,-87.63920460702781
36718.74999999999,-77.6613205470497,36718.74999999999,-80.35375505800259,36718.74999999999,-85.13802910409338
36816.40624999999,-86.49779460882941,36816.40624999999,-83.11730897744351,36816.40624999999,-82.92056791986079
36914.06249999999,-76.65624139906018,36914.06249999999,-88.74761014175682,36914.06249999999,-81.40025779176602
37011.71874999999,-89.57542252845342,37011.71874999999,-83.35334083531612,37011.71874999999,-75.62106432376946
37109.37499999999,-82.21288469070205,37109.37499999999,-81.24923640819162,37109.37499999999,-80.45716090081585
37207.03124999999,-89.99563024716352,37207.03124999999,-93.05950065526176,37207.03124999999,-81.58797701843702
37304.68749999999,-79.51225661530236,37304.68749999999,-82.32497133365136,37304.68749999999,-82.71021504494635
37402.34374999999,-90.76367956140433,37402.34374999999,-82.30151041399361,37402.34374999999,-82.24413356297541
37499.99999999999,-79.88533924164686,37499.99999999999,-80.50081389596889,37499.99999999999,-84.1056427882509
37597.65624999999,-80.48549015362242,37597.65624999999,-82.33335933440246,37597.65624999999,-83.89449425055277
37695.31249999999,-89.93222876628778,37695.31249999999,-87.42701396311114,37695.31249999999,-77.41350980231884
37792.96874999999,-78.88598704174979,37792.96874999999,-79.24715864660095,37792.96874999999,-88.22542747749492
37890.62499999999,-80.62783971038809,37890.62499999999,-96.32444172197255,37890.62499999999,-79.92269816007689
37988.28124999999,-75.94989231630292,37988.28124999999,-85.13264928776616,37988.28124999999,-82.99435938202404
38085.93749999999,-77.64900718917298,38085.93749999999,-83.28495580634879,38085.93749999999,-89.50090712163508
38183.59374999999,-95.42371939242499,38183.59374999999,-81.31502015290651,38183.59374999999,-89.57302057492012
38281.24999999999,-86.37609318427596,38281.24999999999,-82.81877061450068,38281.24999999999,-83.39786633624961
38378.90624999999,-90.77975057957045,38378.90624999999,-84.48622868297605,38378.90624999999,-76.81725545725203
38476.56249999999,-86.47634274703718,38476.56249999999,-83.35817453907389,38476.56249999999,-83.25187248631818
38574.21874999999,-81.52889830038671,38574.21874999999,-81.43337156931031,38574.21874999999,-89.31356717339511
38671.87499999999,-80.23071110689955,38671.87499999999,-78.10874767636003,38671.87499999999,-79.29578370693223
38769.53124999999,-79.51276425613375,38769.53124999999,-85.6697004175946,38769.53124999999,-88.14741001285897
38867.18749999999,-83.14379168284421,38867.18749999999,-85.87319251475499,38867.18749999999,-86.08636516590769
38964.84374999999,-79.14075143530627,38964.84374999999,-102.127880590792,38964.84374999999,-78.19121282573138
39062.49999999999,-78.62385256856305,39062.49999999999,-95.24283282018595,39062.49999999999,-78.41378167153725
39160.15624999999,-76.85390818403941,39160.15624999999,-89.65974412007765,39160.15624999999,-81.43582446548581
39257.81249999999,-82.01543197700076,39257.81249999999,-82.1821404212774,39257.81249999999,-82.40549357957184
39355.46874999999,-79.34765175065854,39355.46874999999,-81.42919097211283,39355.46874999999,-99.22443735272594
39453.12499999999,-80.3490197663414,39453.12499999999,-89.73014190332053,39453.12499999999,-83.26069277080998
39550.78124999999,-81.75736378252938,39550.78124999999,-82.56352692164276,39550.78124999999,-80.83372332353449
39648.43749999999,-82.02265797792157,39648.43749999999,-80.39022237212251,39648.43749999999,-86.22720834628839
39746.09374999999,-74.04766942605472,39746.09374999999,-80.24607313852171,39746.09374999999,-75.73015902412735
39843.74999999999,-80.80828421704362,39843.74999999999,-78.15616740933442,39843.74999999999,-82.09990473239779
39941.40624999999,-85.43420000509131,39941.40624999999,-74.61658860360605,39941.40624999999,-87.05103045016224
40039.06249999999,-81.95817971699013,40039.06249999999,-87.40619748862036,40039.06249999999,-85.45800349147102
40136.71874999999,-78.15917529950076,40136.71874999999,-92.28941241094178,40136.71874999999,-81.56176511314919
40234.37499999999,-78.8966060383034,40234.37499999999,-76.50367310798555,40234.37499999999,-83.88919000464861
40332.03124999999,-87.06691644060857,40332.03124999999,-80.55632253073085,40332.03124999999,-86.82528857521237
40429.68749999999,-94.21009356516197,40429.68749999999,-78.38597921637511,40429.68749999999,-87.57193618826577
40527.34374999999,-87.06890218050762,40527.34374999999,-78.14491173421584,40527.34374999999,-85.18411347395265
40624.99999999999,-86.31190636172228,40624.99999999999,-78.38587121450911,40624.99999999999,-81.38366805647311
40722.65624999999,-99.14512761544464,40722.65624999999,-77.93091385861858,40722.65624999999,-84.35784824685344
40820.31249999999,-82.88299054346824,40820.31249999999,-91.41139688775438,40820.31249999999,-93.23569432009921
40917.96874999999,-80.93455170218469,40917.96874999999,-88.36885636442796,40917.96874999999,-82.37440250992117
41015.62499999999,-87.79945913179105,41015.62499999999,-78.85968848045083,41015.62499999999,-86.55475874805747
41113.28124999999,-78.27147927853045,41113.28124999999,-87.68883108931053,41113.28124999999,-78.4015055676185
41210.93749999999,-90.89303549566395,41210.93749999999,-80.20642938762889,41210.93749999999,-78.15709425334548
41308.59374999999,-80.35069453599213,41308.59374999999,-81.81820813800256,41308.59374999999,-89.5735523617455
41406.24999999999,-81.05264429457614,41406.24999999999,-84.65560326154359,41406.24999999999,-90.58463352044016
41503.90624999999,-89.49768375707491,41503.90624999999,-79.85157995757153,41503.90624999999,-82.48645018949753
41601.56249999999,-85.20036827432574,41601.56249999999,-84.65439159415328,41601.56249999999,-86.61907843426293
41699.21874999999,-76.37739652195185,41699.21874999999,-77.3522190054196,41699.21874999999,-100.3114995536461
41796.87499999999,-91.44332088718375,41796.87499999999,-84.66021067822274,41796.87499999999,-78.90993228271469
41894.53124999999,-75.02571810614961,41894.53124999999,-87.25051675447534,41894.53124999999,-77.2575557472525
41992.18749999999,-76.43927145434293,41992.18749999999,-85.31362827043398,41992.18749999999,-83.12201422832652
42089.84374999999,-84.77040539492742,42089.84374999999,-83.27957988572159,42089.84374999999,-86.29969695357326
42187.49999999999,-96.63635184664932,42187.49999999999,-79.79890086705947,42187.49999999999,-73.37346404668322
42285.15624999999,-82.86768117820735,42285.15624999999,-79.84938526794303,42285.15624999999,-90.81476835864731
42382.81249999999,-78.64403313306853,42382.81249999999,-76.49271608275113,42382.81249999999,-83.24570351599648
42480.46874999999,-79.16224193118245,42480.46874999999,-82.69656084581747,42480.46874999999,-91.71210562031305
42578.12499999999,-74.03783289241426,42578.12499999999,-80.19196335123473,42578.12499999999,-95.73686896443648
42675.78124999999,-78.96115553838044,42675.78124999999,-79.16317906770654,42675.78124999999,-78.29030822187976
42773.43749999999,-81.75290083033505,42773.43749999999,-88.26707684098416,42773.43749999999,-83.9029694529397
42871.09374999999,-81.36756064757603,42871.09374999999,-83.02739259738632,42871.09374999999,-79.85521564576543
42968.74999999999,-87.83859977292792,42968.74999999999,-79.70328473642215,42968.74999999999,-76.65170935916233
43066.40624999999,-81.2346015069305,43066.40624999999,-80.42690872544873,43066.40624999999,-82.13211804646252
43164.06249999999,-77.47817751781021,43164.06249999999,-81.47173105413731,43164.06249999999,-77.89204032118448
43261.71874999999,-88.69989005885282,43261.71874999999,-86.80805436683804,43261.71874999999,-89.36390100556625
43359.37499999999,-80.22130861523951,43359.37499999999,-81.85940531688233,43359.37499999999,-80.32550317871328
43457.03124999999,-87.04162131248555,43457.03124999999,-80.35518511925596,43457.03124999999,-80.98568029072123
43554.68749999999,-83.59150265025977,43554.68749999999,-83.45494400904542,43554.68749999999,-98.18020605121775
43652.34374999999,-80.30532890035502,43652.34374999999,-80.60778287210664,43652.34374999999,-80.90670096486527
43749.99999999999,-87.12386050760257,43749.99999999999,-79.84242276850649,43749.99999999999,-88.61325346060008
43847.65624999999,-83.9015941400536,43847.65624999999,-79.67082712761598,43847.65624999999,-80.02745440149148
43945.31249999999,-80.31435882538693,43945.31249999999,-77.72840632643559,43945.31249999999,-89.83232227588869
44042.96874999999,-114.3142219041748,44042.96874999999,-82.61457484646857,44042.96874999999,-83.04756242251585
44140.62499999999,-80.74308023265814,44140.62499999999,-80.34065107280529,44140.62499999999,-81.3525725716727
44238.28124999999,-80.76361499354164,44238.28124999999,-82.64571620993392,44238.28124999999,-79.74706571798475
44335.93749999999,-77.98638742652051,44335.93749999999,-74.54589038264211,44335.93749999999,-84.98826137098644
44433.59374999999,-84.96604430581853,44433.59374999999,-81.41709986742407,44433.59374999999,-75.90216355402505
44531.24999999999,-95.05566216958414,44531.24999999999,-82.70924725096359,44531.24999999999,-93.36132220576059
44628.90624999999,-82.44661375367698,44628.90624999999,-79.1380513706879,44628.90624999999,-87.23119575663611
44726.56249999999,-76.91650252530798,44726.56249999999,-77.38963996879028,44726.56249999999,-75.5879212089977
44824.21874999999,-79.10810309951472,44824.21874999999,-83.03616445605823,44824.21874999999,-77.7388321588592
44921.87499999999,-81.65645098807016,44921.87499999999,-79.05111776294956,44921.87499999999,-78.83597966795047
45019.53124999999,-82.1774312172393,45019.53124999999,-88.01389453741315,45019.53124999999,-90.05412899833387
45117.18749999999,-83.44537490123186,45117.18749999999,-90.27515312648131,45117.18749999999,-81.99378851271376
45214.84374999999,-79.57615413833304,45214.84374999999,-84.46988147937601,45214.84374999999,-80.92639148722752
45312.49999999999,-90.24451585407662,45312.49999999999,-86.92536963221264,45312.49999999999,-99.71131198920793
45410.15624999999,-81.80481734059708,45410.15624999999,-79.31832858470406,45410.15624999999,-86.01156087897081
45507.81249999999,-85.16932806394323,45507.81249999999,-90.01741753898138,45507.81249999999,-82.10128018235767
45605.46874999999,-76.94793191737931,45605.46874999999,-78.9318827158683,45605.46874999999,-76.7516369087472
45703.12499999999,-82.65421245460598,45703.12499999999,-84.36214257613537,45703.12499999999,-84.13086018338345
45800.78124999999,-82.60654718814088,45800.78124999999,-83.25675656028677,45800.78124999999,-77.21692408256584
45898.43749999999,-73.51633274736024,45898.43749999999,-75.5888838220711,45898.43749999999,-86.72610200945604
45996.09374999999,-82.86819849980114,45996.09374999999,-79.89328186840386,45996.09374999999,-87.00305540082043
46093.74999999999,-96.82083429345455,46093.74999999999,-77.40479590268117,46093.74999999999,-85.78765087532926
46191.40624999999,-83.31066593616704,46191.40624999999,-89.6425089916916,46191.40624999999,-83.83381389235693
46289.06249999999,-95.2341938312823,46289.06249999999,-87.01451662774979,46289.06249999999,-79.71571313908328
46386.71874999999,-75.97149272308555,46386.71874999999,-77.73178584961032,46386.71874999999,-83.93529733080692
46484.37499999999,-77.8723788155032,46484.37499999999,-80.29265026454623,46484.37499999999,-87.89702535606358
46582.03124999999,-81.40302002532812,46582.03124999999,-78.7459875718056,46582.03124999999,-74.09491606927725
46679.68749999999,-73.80477555761493,46679.68749999999,-81.14091629127219,46679.68749999999,-89.24985268196352
46777.34374999999,-83.66204811207504,46777.34374999999,-89.81834688941217,46777.34374999999,-79.36668329624567
46874.99999999999,-84.24546311375974,46874.99999999999,-84.66217038092239,46874.99999999999,-99.16250427265686
46972.65624999999,-87.06020194963735,46972.65624999999,-89.21900971559138,46972.65624999999,-83.35267529328776
47070.31249999999,-79.7142063234387,47070.31249999999,-81.78760787680847,47070.31249999999,-79.2499359373161
47167.96874999999,-83.00819441075932,47167.96874999999,-85.39687040339925,47167.96874999999,-81.30370375776792
47265.62499999999,-87.25854573356436,47265.62499999999,-76.71173826046298,47265.62499999999,-76.25498572545484
47363.28124999999,-76.43774889060811,47363.28124999999,-85.65889436031922,47363.28124999999,-81.07806892207296
47460.93749999999,-85.84124755362041,47460.93749999999,-88.60780194133311,47460.93749999999,-85.12449707191254
47558.59374999999,-76.44758699396462,47558.59374999999,-75.5266502342717,47558.59374999999,-78.28282516164612
47656.24999999999,-81.45064729177308,47656.24999999999,-90.96113669847917,47656.24999999999,-80.10365411440583
47753.90624999999,-79.02606494615708,47753.90624999999,-77.11083339948172,47753.90624999999,-77.42422016881918
47851.56249999999,-87.93007634250887,47851.56249999999,-82.58618384270405,47851.56249999999,-102.0614054857589
47949.21874999999,-80.03583825319639,47949.21874999999,-78.42719014889917,47949.21874999999,-81.66635179772328
48046.87499999999,-84.19862528839568,48046.87499999999,-75.36301142571267,48046.87499999999,-77.70641938675575
48144.53124999999,-79.32890351869302,48144.53124999999,-81.93923946060268,48144.53124999999,-89.30753957365079
48242.18749999999,-80.83020886245853,48242.18749999999,-81.57768905412537,48242.18749999999,-82.01132807208262
48339.84374999999,-84.24905336388262,48339.84374999999,-83.9271946320688,48339.84374999999,-90.0270110738436
48437.49999999999,-90.05273649364959,48437.49999999999,-80.52244493183167,48437.49999999999,-84.32021196828524
48535.15624999999,-89.55312962795773,48535.15624999999,-87.20120264781886,48535.15624999999,-82.95274113293632
48632.81249999999,-83.67205564112025,48632.81249999999,-84.56662056673846,48632.81249999999,-77.57477971954705
48730.46874999999,-80.15319932049908,48730.46874999999,-84.98380483163677,48730.46874999999,-81.55724151745608
48828.12499999999,-78.74930859527716,48828.12499999999,-78.61808282911791,48828.12499999999,-78.22745467412767
48925.78124999999,-79.65901192587721,48925.78124999999,-82.60812263801887,48925.78124999999,-88.4544968155119
49023.43749999999,-80.75782304468625,49023.43749999999,-76.91371245383749,49023.43749999999,-85.53755827353933
49121.09374999999,-88.99779725426106,49121.09374999999,-87.99967648348583,49121.09374999999,-91.38921645594694
49218.74999999999,-77.96279824919577,49218.74999999999,-82.68050510756224,49218.74999999999,-85.53844199303268
49316.40624999999,-81.73330627739858,49316.40624999999,-78.02515008206301,49316.40624999999,-76.67654204312373
49414.06249999999,-92.30222068418198,49414.06249999999,-78.08330984674588,49414.06249999999,-91.41981912299326
49511.71874999999,-92.17307982448276,49511.71874999999,-83.90351323602599,49511.71874999999,-85.05992538981801
49609.37499999999,-83.07401610576119,49609.37499999999,-79.24710823228185,49609.37499999999,-78.77475754639862
49707.03124999999,-81.36571308997623,49707.03124999999,-88.05788990664229,49707.03124999999,-97.99158896622933
49804.68749999999,-81.93949111570389,49804.68749999999,-86.61656142898556,49804.68749999999,-76.27033002185595
49902.34374999999,-90.79114819919025,49902.34374999999,-81.78769883195885,49902.34374999999,-87.86218827311758
49999.99999999999,-84.80965223694568,49999.99999999999,-78.59978410901827,49999.99999999999,-80.6012541952403
50097.65624999999,-90.67280926078612,50097.65624999999,-85.81021469390804,50097.65624999999,-76.4752330597719
50195.31249999999,-77.39282328283254,50195.31249999999,-77.18859987330457,50195.31249999999,-93.60782506807223
50292.96874999999,-94.07447626720027,50292.96874999999,-91.98479498171893,50292.96874999999,-76.0168140937536
50390.62499999999,-81.53568898087242,50390.62499999999,-80.18409266489755,50390.62499999999,-84.06360112663378
50488.28124999999,-80.0266413450295,50488.28124999999,-86.20944654792248,50488.28124999999,-81.7958577903924
50585.93749999999,-77.99478207389741,50585.93749999999,-91.42848251192274,50585.93749999999,-87.8715195278306
50683.59374999999,-82.53988095028777,50683.59374999999,-101.5250384049919,50683.59374999999,-89.4237192318222
50781.24999999999,-84.65465672464587,50781.24999999999,-76.99867238490168,50781.24999999999,-82.83657923489625
50878.90624999999,-84.95187699447087,50878.90624999999,-82.76398757445455,50878.90624999999,-78.69548254810482
50976.56249999999,-82.06260837717804,50976.56249999999,-87.31640153087575,50976.56249999999,-84.60684379568093
51074.21874999999,-84.13484382389113,51074.21874999999,-81.27151278159218,51074.21874999999,-84.07208383401851
51171.87499999999,-85.53220353295646,51171.87499999999,-98.46063180413344,51171.87499999999,-87.52552044902993
51269.53124999999,-80.12105363433261,51269.53124999999,-91.71170684146132,51269.53124999999,-83.20904600505696
51367.18749999999,-88.16822270910926,51367.18749999999,-84.17749027509082,51367.18749999999,-81.93146603684644
51464.84374999999,-80.75108100435406,51464.84374999999,-78.76124048019,51464.84374999999,-76.1944254863654
51562.49999999999,-86.9657859801778,51562.49999999999,-86.6389580212701,51562.49999999999,-74.92205290504211
51660.15624999999,-90.18199457538256,51660.15624999999,-80.29976225456403,51660.15624999999,-79.77338652991153
51757.81249999999,-93.45344369294595,51757.81249999999,-93.25867413040851,51757.81249999999,-83.00112931498427
51855.46874999999,-84.77140290865619,51855.46874999999,-80.26299559367503,51855.46874999999,-81.56919211436333
51953.12499999999,-82.86380367991944,51953.12499999999,-86.05169178148239,51953.12499999999,-94.35006822026997
52050.78124999999,-80.96498873297165,52050.78124999999,-81.99333371638902,52050.78124999999,-76.36530359601254
52148.43749999999,-82.27844231141545,52148.43749999999,-78.60390004007141,52148.43749999999,-83.90821910302773
52246.09374999999,-81.5154446450309,52246.09374999999,-77.39570639170837,52246.09374999999,-89.11900232442134
52343.74999999999,-82.15618696861068,52343.74999999999,-87.30157724830489,52343.74999999999,-83.3701618570613
52441.40624999999,-78.69526675276173,52441.40624999999,-88.76674664972363,52441.40624999999,-82.24741715089746
52539.06249999999,-95.70344165105607,52539.06249999999,-75.65375813807354,52539.06249999999,-88.39128468943088
52636.71874999999,-89.71731732470116,52636.71874999999,-84.58414066140935,52636.71874999999,-85.18918113224998
52734.37499999999,-80.40449541543252,52734.37499999999,-84.83171406291852,52734.37499999999,-81.20717023197867
52832.03124999999,-85.62520856074178,52832.03124999999,-81.77025959348705,52832.03124999999,-87.25249304062187
52929.68749999999,-85.71885805964074,52929.68749999999,-91.42713718759298,52929.68749999999,-89.87849190856906
53027.34374999999,-78.23679526240342,53027.34374999999,-77.13184927727579,53027.34374999999,-80.66688785971365
53124.99999999999,-80.06097377513331,53124.99999999999,-86.52476081746326,53124.99999999999,-83.41505792089499
53222.65624999999,-78.75193897323852,53222.65624999999,-86.16970122260783,53222.65624999999,-77.03982054526924
53320.31249999999,-76.81037671565588,53320.31249999999,-78.5253292835735,53320.31249999999,-85.54542736035971
53417.96874999999,-84.45724896255589,53417.96874999999,-81.21486638315642,53417.96874999999,-77.37523399046535
53515.62499999999,-78.11897699036238,53515.62499999999,-80.61325163229321,53515.62499999999,-80.6434352212537
53613.28124999999,-82.93855210179997,53613.28124999999,-79.31837193326668,53613.28124999999,-89.27633152940699
53710.93749999999,-90.56939541063556,53710.93749999999,-87.77266685240477,53710.93749999999,-86.63792541391953
53808.59374999999,-93.80231809857122,53808.59374999999,-89.04709042935204,53808.59374999999,-80.33255212301226
53906.24999999999,-79.24625354539637,53906.24999999999,-87.30920616520822,53906.24999999999,-79.80346684312566
54003.90624999999,-87.11861531153311,54003.90624999999,-78.43056664095175,54003.90624999999,-92.86203749754888
54101.56249999999,-85.67011917831039,54101.56249999999,-81.60400359172124,54101.56249999999,-107.9810440591595
54199.21874999999,-77.01975038459554,54199.21874999999,-93.59689419313204,54199.21874999999,-82.65242204039131
54296.87499999999,-89.85215434940449,54296.87499999999,-78.24770749013921,54296.87499999999,-80.66207926919222
54394.53124999999,-81.91087328458781,54394.53124999999,-78.57543029480277,54394.53124999999,-79.15893087586673
54492.18749999999,-94.45202527118319,54492.18749999999,-81.03533337952354,54492.18749999999,-85.11886490178655
54589.84374999999,-90.49391170021812,54589.84374999999,-83.1225460531831,54589.84374999999,-89.31784479681502
54687.49999999999,-83.49040367427422,54687.49999999999,-81.18438562868683,54687.49999999999,-86.84363073550293
54785.15624999999,-88.6236942950726,54785.15624999999,-94.05600685924767,54785.15624999999,-88.01665291662046
54882.81249999999,-81.66897939079497,54882.81249999999,-80.35439305579837,54882.81249999999,-102.0758493288881
54980.46874999999,-82.84354760609088,54980.46874999999,-85.32958883468105,54980.46874999999,-93.53243500779691
55078.12499999999,-79.99845417091518,55078.12499999999,-84.00735277977341,55078.12499999999,-89.25764026345789
55175.78124999999,-85.66265194759289,55175.78124999999,-88.89679942706074,55175.78124999999,-82.57438470890446
55273.43749999999,-84.66500322750557,55273.43749999999,-83.54668351773839,55273.43749999999,-79.8823315167694
55371.09374999999,-83.85565878434227,55371.09374999999,-84.46782327091506,55371.09374999999,-76.94378876475162
55468.74999999999,-83.87157377815416,55468.74999999999,-90.783049263108,55468.74999999999,-85.31197232835787
55566.40624999999,-88.74089858157862,55566.40624999999,-85.7421848065913,55566.40624999999,-84.98372432140017
55664.06249999999,-80.79145304198838,55664.06249999999,-90.61997143345314,55664.06249999999,-84.08215677054284
55761.71874999999,-83.00739749674014,55761.71874999999,-89.7692818058345,55761.71874999999,-88.35455834335491
55859.37499999999,-85.55693195756101,55859.37499999999,-79.48091441252116,55859.37499999999,-86.94011146305181
55957.03124999999,-86.01328786405617,55957.03124999999,-80.17322784267306,55957.03124999999,-86.17176589717448
