spectrum_Out X,spectrum_Out Y,spectrum_vin X,spectrum_vin Y,spectrum_ve X,spectrum_ve Y
3320.3125,-60.15786993150537,3320.3125,-291.2642175772855,3320.3125,-113.3589086887371
3369.140625,-56.84530404079972,3369.140625,-291.464988317715,3369.140625,-110.0463427995705
3417.96875,-58.30470199328392,3417.96875,-291.5162284508698,3417.96875,-111.5057407643237
3466.796875,-50.20475259558746,3466.796875,-291.6339821970979,3466.796875,-103.4057913620755
3515.625,-58.40099528221619,3515.625,-291.84153105677,3515.625,-111.6020340565026
3564.453125,-54.94470373600018,3564.453125,-291.8732784710716,3564.453125,-108.1457424994495
3613.28125,-47.44514807356431,3613.28125,-291.9437582490808,3613.28125,-100.6461868376296
3662.109375,-58.85657611969624,3662.109375,-292.1578355693737,3662.109375,-112.0576148845826
3710.9375,-48.90493516715026,3710.9375,-292.1642964459607,3710.9375,-102.1059739338205
3759.765625,-53.51659302879266,3759.765625,-292.2013290718348,3759.765625,-106.7176317972487
3808.59375,-53.06077396892739,3808.59375,-292.3778078119482,3808.59375,-106.2618127376064
3857.421875,-68.5036735200547,3857.421875,-292.4148571093318,3857.421875,-121.7047122608602
3906.25,-71.66972861091386,3906.25,-292.4165506454562,3906.25,-124.8707673589091
3955.078125,-52.35538915390222,3955.078125,-292.5536594369356,3955.078125,-105.5564279201052
4003.90625,-57.41115067907907,4003.90625,-292.6316910599058,4003.90625,-110.6121894469633
4052.734375,-55.06961619854073,4052.734375,-292.624519086353,4052.734375,-108.270654963477
4101.562500000001,-57.19959473249957,4101.562500000001,-292.7380776631296,4101.562500000001,-110.4006334935156
4150.390625000001,-55.27431935666148,4150.390625000001,-292.7956038771473,4150.390625000001,-108.4753581207817
4199.218750000001,-59.20188484107019,4199.218750000001,-292.7911784001926,4199.218750000001,-112.4029235988751
4248.046875000001,-50.2798915906811,4248.046875000001,-292.8949924701125,4248.046875000001,-103.4809303540516
4296.875000000001,-51.33413138049121,4296.875000000001,-293.0244694987014,4296.875000000001,-104.5351701488065
4345.703125000001,-52.66203587879478,4345.703125000001,-293.0548624863946,4345.703125000001,-105.8630746479391
4394.531250000001,-58.83794938446098,4394.531250000001,-293.1112707932675,4394.531250000001,-112.0389881579501
4443.359375000001,-54.99169091337323,4443.359375000001,-293.2844195159752,4443.359375000001,-108.1927296782632
4492.187500000001,-52.72517157601438,4492.187500000001,-293.34095518246,4492.187500000001,-105.9262103387992
4541.015625000001,-54.00259773019851,4541.015625000001,-293.3936000181981,4541.015625000001,-107.2036364996636
4589.843750000001,-51.4827588071029,4589.843750000001,-293.5906099077312,4589.843750000001,-104.6837975753473
4638.671875000001,-53.65121591485139,4638.671875000001,-293.6988849160635,4638.671875000001,-106.852254684913
4687.500000000001,-54.22822490912757,4687.500000000001,-293.7549356411098,4687.500000000001,-107.4292636790624
4736.328125000001,-48.28712862488,4736.328125000001,-293.946173010556,4736.328125000001,-101.4881673890501
4785.156250000001,-55.90616695729921,4785.156250000001,-294.1127742849595,4785.156250000001,-109.1072057214274
4833.984375000001,-49.11586404268728,4833.984375000001,-294.1763777873896,4833.984375000001,-102.3169028084774
4882.812500000001,-52.71729138670366,4882.812500000001,-294.342072408014,4882.812500000001,-105.9183301559755
4931.640625000001,-64.12683307381266,4931.640625000001,-294.5424467148699,4931.640625000001,-117.3278718518918
4980.468750000001,-55.56689149306902,4980.468750000001,-294.6187638729824,4980.468750000001,-108.7679302547684
5029.296875000001,-62.01276518241148,5029.296875000001,-294.7598607200228,5029.296875000001,-115.2138039460009
5078.125000000001,-62.70061197025438,5078.125000000001,-294.9752636162289,5078.125000000001,-115.901650729621
5126.953125000001,-66.58480814538747,5126.953125000001,-295.0627747103245,5126.953125000001,-119.7858469236803
5175.781250000001,-53.28776320633141,5175.781250000001,-295.1665185247017,5175.781250000001,-106.4888019753138
5224.609375000001,-58.24017872884539,5224.609375000001,-295.3529248683703,5224.609375000001,-111.4412174974596
5273.437500000001,-48.05389240723935,5273.437500000001,-295.4654884339678,5273.437500000001,-101.2549311719207
5322.265625000001,-65.14069784958784,5322.265625000001,-295.5210131097283,5322.265625000001,-118.3417366100652
5371.093750000001,-61.3404628235567,5371.093750000001,-295.6597451152908,5371.093750000001,-114.5415015841958
5419.921875000001,-52.44991354550607,5419.921875000001,-295.7770982019318,5419.921875000001,-105.6509523143129
5468.750000000001,-55.61527617708349,5468.750000000001,-295.7872945891837,5468.750000000001,-108.8163149470802
5517.578125000001,-60.81642567205458,5517.578125000001,-295.8907226489249,5517.578125000001,-114.0174644409696
5566.406250000001,-51.19152998381018,5566.406250000001,-295.9840990462251,5566.406250000001,-104.3925687476418
5615.234375000001,-49.24734145428494,5615.234375000001,-295.9535373701039,5615.234375000001,-102.4483802187339
5664.062500000001,-53.58659130036754,5664.062500000001,-295.9896378225325,5664.062500000001,-106.7876300640585
5712.890625000001,-59.8472074490691,5712.890625000001,-296.0670616689192,5712.890625000001,-113.0482462157875
5761.718750000001,-50.33414676171968,5761.718750000001,-296.056495027831,5761.718750000001,-103.5351855298548
5810.546875000001,-71.82187230918647,5810.546875000001,-296.0093071794839,5810.546875000001,-125.0229110508459
5859.375000000001,-54.89917727082842,5859.375000000001,-296.0901532601532,5859.375000000001,-108.1002160344051
5908.203125000001,-67.1233985572937,5908.203125000001,-296.0590872915045,5908.203125000001,-120.3244373366004
5957.031250000001,-59.13752074823219,5957.031250000001,-296.0210936321971,5957.031250000001,-112.3385595127714
6005.859375000001,-67.8570296600415,6005.859375000001,-296.0869220942691,6005.859375000001,-121.0580684241921
6054.687500000001,-55.80060327936658,6054.687500000001,-296.0679523733388,6054.687500000001,-109.001642047027
6103.515625000001,-61.02013082276696,6103.515625000001,-296.0252761306214,6103.515625000001,-114.2211695827784
6152.343750000001,-57.36849482885609,6152.343750000001,-296.0910421021649,6152.343750000001,-110.56953359788
6201.171875000001,-58.82448461426259,6201.171875000001,-296.1407815816993,6201.171875000001,-112.0255233771481
6250.000000000001,-53.34377940429543,6250.000000000001,-296.108512332232,6250.000000000001,-106.5448181731975
6298.828125000001,-57.88841334131436,6298.828125000001,-296.1360581759241,6298.828125000001,-111.0894521102377
6347.656250000001,-55.74842124252659,6347.656250000001,-296.2420012141442,6347.656250000001,-108.9494600123768
6396.484375000001,-51.46764772873345,6396.484375000001,-296.2358198493936,6396.484375000001,-104.6686864927755
6445.312500000001,-52.99966524075863,6445.312500000001,-296.4692129585267,6445.312500000001,-106.2007040044952
6494.140625000001,-56.29016934694947,6494.140625000001,-296.2669421755289,6494.140625000001,-109.4912081104405
6542.968750000001,-54.91488221101719,6542.968750000001,-296.6442958561044,6542.968750000001,-108.1159209793448
6591.796875000001,-59.18764992364368,6591.796875000001,-296.5783516376684,6591.796875000001,-112.3886886943068
6640.625000000001,-69.11072141054052,6640.625000000001,-296.7297888924567,6640.625000000001,-122.3117601723043
6689.453125000001,-58.2482385837008,6689.453125000001,-296.8433521590658,6689.453125000001,-111.449277352355
6738.281250000001,-50.35286670178237,6738.281250000001,-296.9473363323512,6738.281250000001,-103.553905466214
6787.109375000001,-53.50540726045745,6787.109375000001,-297.0696962791183,6787.109375000001,-106.7064460274809
6835.937500000001,-53.85283768091032,6835.937500000001,-297.2255211486501,6835.937500000001,-107.053876449317
6884.765625000001,-69.5065113626403,6884.765625000001,-297.3471472348832,6884.765625000001,-122.7075501157818
6933.593750000001,-65.86401273869957,6933.593750000001,-297.5016061474814,6933.593750000001,-119.0650515104125
6982.421875000001,-52.06139024412991,6982.421875000001,-297.657125204422,6982.421875000001,-105.2624290098966
7031.250000000001,-54.15342195259019,7031.250000000001,-297.7841368319913,7031.250000000001,-107.3544607196443
7080.078125000001,-49.52583025571772,7080.078125000001,-297.9041983609846,7080.078125000001,-102.7268690230945
7128.906250000001,-52.0252881531635,7128.906250000001,-298.2714666601092,7128.906250000001,-105.2263269191695
7177.734375000001,-63.20774214942244,7177.734375000001,-297.9936933540554,7177.734375000001,-116.4087809195782
7226.562500000001,-51.31112406360415,7226.562500000001,-298.4773612840501,7226.562500000001,-104.5121628300655
7275.390625000001,-59.52701708329117,7275.390625000001,-298.4240559339113,7275.390625000001,-112.7280558450612
7324.218750000001,-52.51955201094543,7324.218750000001,-298.5127632438824,7324.218750000001,-105.7205907786024
7373.046875000001,-57.9576353786756,7373.046875000001,-298.5665590708504,7373.046875000001,-111.1586741420527
7421.875000000001,-50.68654839062994,7421.875000000001,-298.6915967516621,7421.875000000001,-103.8875871554502
7470.703125000001,-59.32059590443481,7470.703125000001,-298.7024259468342,7470.703125000001,-112.5216346731858
7519.531250000001,-60.51301408245195,7519.531250000001,-298.6483440512831,7519.531250000001,-113.714052844344
7568.359375000001,-49.98140558835534,7568.359375000001,-298.7431628710902,7568.359375000001,-103.1824443553455
7617.187500000001,-51.04300071185246,7617.187500000001,-298.7468335632258,7617.187500000001,-104.2440394786703
7666.015625000001,-59.09926288885137,7666.015625000001,-298.6868388781742,7666.015625000001,-112.3003016514287
7714.843750000001,-55.51977432335189,7714.843750000001,-298.7043371818234,7714.843750000001,-108.7208130919972
7763.671875000001,-70.61819803799042,7763.671875000001,-298.6927354746528,7763.671875000001,-123.8192368195553
7812.500000000001,-62.47994653303292,7812.500000000001,-298.5855096100116,7812.500000000001,-115.6809852978349
7861.328125000001,-45.66980531012574,7861.328125000001,-298.5704561197983,7861.328125000001,-98.87084407595113
7910.156250000001,-54.50692912168606,7910.156250000001,-298.6164645465639,7910.156250000001,-107.7079678868125
7958.984375000001,-58.81036572969442,7958.984375000001,-298.4776670607769,7958.984375000001,-112.0114044993873
8007.812500000001,-61.25345470253019,8007.812500000001,-298.4294909286989,8007.812500000001,-114.4544934642022
8056.640625000001,-64.66135995719071,8056.640625000001,-298.4803049631684,8056.640625000001,-117.8623987254762
8105.468750000001,-52.76707919411771,8105.468750000001,-298.3884915828081,8105.468750000001,-105.9681179600944
8154.296875000001,-68.54375459425006,8154.296875000001,-298.3945051483239,8154.296875000001,-121.7447933705263
8203.125000000002,-74.67238853804793,8203.125000000002,-298.4057136334542,8203.125000000002,-127.873427324226
8251.953125000002,-64.55141039253556,8251.953125000002,-298.4057266413654,8251.953125000002,-117.7524491632662
8300.781250000002,-55.51439374597646,8300.781250000002,-298.3971065054886,8300.781250000002,-108.7154325113605
8349.609375000002,-71.89387403149323,8349.609375000002,-298.4899858276567,8349.609375000002,-125.0949127939029
8398.437500000002,-55.01459336276699,8398.437500000002,-298.503312808734,8398.437500000002,-108.2156321276496
8447.265625000002,-51.1192648166167,8447.265625000002,-298.5592968850764,8447.265625000002,-104.320303582763
8496.093750000002,-67.36067583859591,8496.093750000002,-298.6165838359232,8496.093750000002,-120.5617146155413
8544.921875000002,-57.97530754578019,8544.921875000002,-298.7752559466105,8544.921875000002,-111.1763463145621
8593.750000000002,-61.27443535225798,8593.750000000002,-298.8356901590969,8593.750000000002,-114.4754741140596
8642.578125000002,-53.00821619566968,8642.578125000002,-298.917028523345,8642.578125000002,-106.209254961886
8691.406250000002,-58.82342191619888,8691.406250000002,-299.0377363806897,8691.406250000002,-112.0244606808573
8740.234375000002,-53.95552837967561,8740.234375000002,-299.2199311611566,8740.234375000002,-107.1565671453041
8789.062500000002,-64.26468597149996,8789.062500000002,-299.304206592239,8789.062500000002,-117.4657247309145
8837.890625000002,-51.45068577616362,8837.890625000002,-299.4995647897358,8837.890625000002,-104.6517245407408
8886.718750000002,-61.82677768098966,8886.718750000002,-299.6580026320829,8886.718750000002,-115.0278164427151
8935.546875000002,-70.91253830278329,8935.546875000002,-299.755804131529,8935.546875000002,-124.1135770789423
8984.375000000002,-55.92125885517289,8984.375000000002,-299.9519336856503,8984.375000000002,-109.1222976220506
9033.203125000002,-52.93764568868629,9033.203125000002,-300.1184655655683,9033.203125000002,-106.1386844563994
9082.031250000002,-62.27493367277241,9082.031250000002,-300.2047322797309,9082.031250000002,-115.4759724339525
9130.859375000002,-65.19036123657133,9130.859375000002,-300.3868179071646,9130.859375000002,-118.3914000039696
9179.687500000002,-55.35154599284539,9179.687500000002,-300.5177321350906,9179.687500000002,-108.5525847609958
9228.515625000002,-54.4625773250668,9228.515625000002,-300.6316348920864,9228.515625000002,-107.6636160929311
9277.343750000002,-55.33567384787051,9277.343750000002,-300.6886910187186,9277.343750000002,-108.5367126147677
9326.171875000002,-66.41241535749995,9326.171875000002,-300.8150367105981,9326.171875000002,-119.6134541214375
9375.000000000002,-53.20294418172879,9375.000000000002,-300.7991918175985,9375.000000000002,-106.4039829470718
9423.828125000002,-53.47796657216609,9423.828125000002,-300.8536744036434,9423.828125000002,-106.6790053368881
9472.656250000002,-52.4181326502086,9472.656250000002,-300.8923766085757,9472.656250000002,-105.6191714169351
9521.484375000002,-62.6651671665304,9521.484375000002,-300.8635997574033,9521.484375000002,-115.8662059373567
9570.312500000002,-49.72423972391066,9570.312500000002,-300.8217946255137,9570.312500000002,-102.9252784907662
9619.140625000002,-52.53888881943617,9619.140625000002,-300.8071970136879,9619.140625000002,-105.7399275863826
9667.968750000002,-56.65338110796312,9667.968750000002,-300.7586419264247,9667.968750000002,-109.8544198718437
9716.796875000002,-51.40712909021558,9716.796875000002,-300.6374055004263,9716.796875000002,-104.6081678550186
9765.625000000002,-59.28896209704978,9765.625000000002,-300.6238601285885,9765.625000000002,-112.4900008650197
9814.453125000002,-54.94867394095987,9814.453125000002,-300.5214250617873,9814.453125000002,-108.1497127077273
9863.281250000002,-54.91902186813291,9863.281250000002,-300.422228267074,9863.281250000002,-108.1200606363442
9912.109375000002,-55.65187297729026,9912.109375000002,-300.3780013436265,9912.109375000002,-108.852911744478
9960.937500000002,-54.79216435817054,9960.937500000002,-300.3192099076851,9960.937500000002,-107.9932031222671
10009.765625,-55.50556171995151,10009.765625,-300.2193207564966,10009.765625,-108.7066004865641
10058.59375,-57.7034288762373,10058.59375,-300.148909845184,10058.59375,-110.9044676435768
10107.421875,-50.9820210525999,10107.421875,-300.2423131237064,10107.421875,-104.1830598199237
10156.25,-53.54563185483063,10156.25,-300.2855512854981,10156.25,-106.7466706210686
10205.078125,-57.11561942414438,10205.078125,-300.1640892672449,10205.078125,-110.3166581921857
10253.90625,-54.73526769585319,10253.90625,-300.1188388777916,10253.90625,-107.9363064616519
10302.734375,-55.28057360420056,10302.734375,-300.166093315231,10302.734375,-108.4816123696072
10351.5625,-55.31965968169479,10351.5625,-300.1925771424751,10351.5625,-108.520698447405
10400.390625,-54.20276192459225,10400.390625,-300.1915018590355,10400.390625,-107.4038006926823
10449.21875,-68.09365274809603,10449.21875,-300.2846642187853,10449.21875,-121.2946915106404
10498.046875,-58.17016680217378,10498.046875,-300.3674691748981,10498.046875,-111.3712055706869
10546.875,-49.28831216825185,10546.875,-300.4725672629256,10546.875,-102.4893509337945
10595.703125,-64.20504274833286,10595.703125,-300.5803686200925,10595.703125,-117.406081516506
10644.53125,-51.00289955893547,10644.53125,-300.69064750502,10644.53125,-104.2039383253609
10693.359375,-61.37881275002673,10693.359375,-300.7860220736715,10693.359375,-114.5798515170713
10742.1875,-48.57656891968552,10742.1875,-300.9536824259559,10742.1875,-101.7776076867482
10791.015625,-48.74239718726042,10791.015625,-301.2326408158436,10791.015625,-101.9434359531562
10839.84375,-55.34900362474201,10839.84375,-301.4706420910168,10839.84375,-108.5500423901757
10888.671875,-52.09009431843145,10888.671875,-301.536086461843,10888.671875,-105.2911330846082
10937.5,-53.20487717419346,10937.5,-301.6365923700814,10937.5,-106.4059159410755
10986.328125,-55.77728510451028,10986.328125,-301.8306523437273,10986.328125,-108.9783238724007
11035.15625,-57.99075669722593,11035.15625,-302.025934034457,11035.15625,-111.1917954643154
11083.984375,-76.74894077561022,11083.984375,-302.1291628857248,11083.984375,-129.9499795466775
11132.8125,-50.19318462231733,11132.8125,-302.23158932707,11132.8125,-103.3942233882905
11181.640625,-55.73139372567287,11181.640625,-302.4142382504164,11181.640625,-108.9324324900785
11230.46875,-62.40893970956271,11230.46875,-302.5656931021147,11230.46875,-115.6099784744014
11279.296875,-59.73278657304558,11279.296875,-302.6301071044481,11279.296875,-112.9338253365125
11328.125,-60.64163912734431,11328.125,-302.6642528867876,11328.125,-113.8426778947944
11376.953125,-50.77831653081593,11376.953125,-302.6986872101775,11376.953125,-103.9793552974979
11425.78125,-53.97037070541663,11425.78125,-302.6917695267346,11425.78125,-107.1714094701589
11474.609375,-59.75507585301578,11474.609375,-302.6225050972353,11474.609375,-112.9561146216552
11523.4375,-53.36392351705381,11523.4375,-302.6461779614273,11523.4375,-106.5649622838657
11572.265625,-63.24921491974705,11572.265625,-302.5415087498943,11572.265625,-116.4502536828577
11621.09375,-49.03307838447829,11621.09375,-302.4625356892963,11621.09375,-102.2341171512093
11669.921875,-55.12797163206116,11669.921875,-302.3800349543953,11669.921875,-108.3290103966129
11718.75,-62.40105887152991,11718.75,-302.2907871078057,11718.75,-115.6020976396757
11767.578125,-56.37264410356681,11767.578125,-302.1685825915781,11767.578125,-109.5736828698239
11816.40625,-55.47223421966511,11816.40625,-302.0456113907346,11816.40625,-108.6732729876008
11865.234375,-65.07953900471719,11865.234375,-301.9782858471066,11865.234375,-118.2805777757483
11914.0625,-45.81542019244931,11914.0625,-301.852402489882,11914.0625,-99.01645895848895
11962.890625,-51.89484260174886,11962.890625,-301.7708221333844,11962.890625,-105.095881367703
12011.71875,-52.18025769207293,12011.71875,-301.7101668207208,12011.71875,-105.3812964576368
12060.546875,-55.56626972052317,12060.546875,-301.6099123080316,12060.546875,-108.76730848498
12109.375,-54.65642620151912,12109.375,-301.5692198689012,12109.375,-107.8574649689093
12158.203125,-64.88862627455434,12158.203125,-301.5862299016278,12158.203125,-118.0896650361221
12207.03125,-55.39910547936589,12207.03125,-301.5252917227423,12207.03125,-108.6001442449053
12255.859375,-49.92659971045243,12255.859375,-301.5021565854057,12255.859375,-103.1276384760461
12304.6875,-60.37137626492456,12304.6875,-301.5577472166739,12304.6875,-113.572415028863
12353.515625,-51.98325697576652,12353.515625,-301.5702983939088,12353.515625,-105.184295742125
12402.34375,-55.03876115573359,12402.34375,-301.6444961668712,12402.34375,-108.2397999211746
12451.171875,-56.60093974741075,12451.171875,-301.7045481817748,12451.171875,-109.8019785157311
12500,-51.1091018259901,12500,-301.7962741938902,12500,-104.3101405916816
12548.828125,-57.32929591975866,12548.828125,-301.903194047269,12548.828125,-110.5303346838222
12597.65625,-62.87488015358257,12597.65625,-302.0357622758795,12597.65625,-116.0759189218977
12646.484375,-45.96075777026438,12646.484375,-302.1532239342778,12646.484375,-99.16179653680386
12695.3125,-47.94040723122286,12695.3125,-302.2933047658196,12695.3125,-101.1414459965758
12744.140625,-69.78397043719849,12744.140625,-302.4838643337173,12744.140625,-122.9850092030045
12792.96875,-52.22893977764276,12792.96875,-302.6822225017656,12792.96875,-105.4299785426851
12841.796875,-53.73886640222498,12841.796875,-302.8432130933839,12841.796875,-106.9399051681048
12890.625,-56.30740435427459,12890.625,-303.0268454531467,12890.625,-109.5084431196946
12939.453125,-52.88160937114402,12939.453125,-303.244980134242,12939.453125,-106.0826481374348
12988.28125,-55.94522219018775,12988.28125,-303.4383909614558,12988.28125,-109.1462609579714
13037.109375,-53.56147651034861,13037.109375,-303.5395732917576,13037.109375,-106.762515275269
13085.9375,-57.88100399289456,13085.9375,-303.7763308117828,13085.9375,-111.0820427607682
13134.765625,-52.96626727466817,13134.765625,-303.8551953579715,13134.765625,-106.1673060397775
13183.59375,-50.39662616801951,13183.59375,-304.0144287151739,13183.59375,-103.5976649333329
13232.421875,-45.09600787528848,13232.421875,-304.165832994381,13232.421875,-98.29704664095973
13281.25,-54.56656617826098,13281.25,-304.358012727196,13281.25,-107.7676049451838
13330.078125,-52.04062712630478,13330.078125,-304.0999125602735,13330.078125,-105.2416658934137
13378.90625,-63.6884768638792,13378.90625,-304.2018025791572,13378.90625,-116.8895156298144
13427.734375,-52.06420452766363,13427.734375,-304.1408256308146,13427.734375,-105.2652432947574
13476.5625,-55.4422205838774,13476.5625,-304.0555622311125,13476.5625,-108.6432593485209
13525.390625,-48.59013444116374,13525.390625,-304.0718653140868,13525.390625,-101.7911732069197
13574.21875,-49.96471722026779,13574.21875,-303.9865940427313,13574.21875,-103.1657559871703
13623.046875,-57.01489559201059,13623.046875,-303.8109938954861,13623.046875,-110.2159343580043
13671.875,-58.73226830651948,13671.875,-303.6897116742323,13671.875,-111.9333070710164
13720.703125,-49.07086683653235,13720.703125,-303.5527326394238,13720.703125,-102.2719056031272
13769.53125,-53.46322237911806,13769.53125,-303.3920337467389,13769.53125,-106.6642611445197
13818.359375,-65.45693909042411,13818.359375,-303.3012800093099,13818.359375,-118.6579778518962
13867.1875,-50.8653871411282,13867.1875,-303.3519456493058,13867.1875,-104.0664259079042
13916.015625,-51.23026388262503,13916.015625,-303.1676298109588,13916.015625,-104.431302648091
13964.84375,-53.7475109340781,13964.84375,-303.0119426162756,13964.84375,-106.9485497015303
14013.671875,-53.2274609040131,14013.671875,-302.7688987399533,14013.671875,-106.4284996711227
14062.5,-54.81576276453442,14062.5,-302.8034446368797,14062.5,-108.0168015310226
14111.328125,-48.35048564820131,14111.328125,-302.6862624928333,14111.328125,-101.5515244149616
14160.15625,-51.18711726903564,14160.15625,-302.5702457031782,14160.15625,-104.3881560347922
14208.984375,-56.90266134546913,14208.984375,-302.7231899354255,14208.984375,-110.1037001131064
